comments,rating
Cute Compact Camo Power Bank !!,5
Highliy recommended!!,5
Best powerbank,5
Very nice one,5
Superb Quality,5
"Perfect size, packs a punch.",5
Good Product. Worthful.,5
Perfect companion for travelling.,5
Simply good,5
Good Backup,5
Honest Review 💪,5
Apt for people looking for sleek and slim power bank,5
Long charge,5
Very compact!,5
Good quality powerbank,5
Loved this Tiny Boom,5
Awesome product,5
A good powerbank with solid finish,5
Awesome,5
Power-pack now comes in small size!,5
I want to repair this power bank it is in warranty period again this is second time,5
Worth for money,5
Travel friendly powerbank.,5
Excellent product from URBN,5
Best Service Support,5
"Indian, fast recharge, small",5
Power-packed and handy,5
Changes My Phone Just like Original Adaptor,5
Good product.,5
Best power bank,5
Excellent product,5
Very travel friendly,5
Amazing deal for a travel Powerbank,5
Worth the money,5
Super small and bold look,5
Satisfied !! Happy that i bought it ..✌🏻,5
Duel usb output,5
Small yet powerful,5
Powerfull power Bank,5
Small size and decent product,5
Amazing quality,5
Very nice product,5
Just Wow,5
"Nice product, Excellent customer service",5
"Good Product, Good Quality!!!",5
Great product at this price,5
I love this powerbank,5
Good Compact Power Bank,5
Awaeome,5
Value for money and Affordable,5
"Amazing power bank, best priced.",5
Awesome power bank,5
Absolutely worth it...,5
Small and good,5
Great choice,5
"Takes time to charge, can charge phone twice with full charge",5
Highly Recommended,5
Compact and handy powerbank,5
A solid performer,5
Sleek Product,5
Super fast charging,5
Good product,5
Value for money,5
Worth to buy this,5
Value of money n good product,5
Good Choice for the Compact Power Bank,5
"Compact, stylish and pocket friendly",5
Beautiful one for such a low price,5
GREAT 💯,5
Best,5
5 Star,5
Value for money.,5
"Very good power bank, sleek and good material built. Value for Money",5
Nice charger,5
Very small but the power very high,5
Best power bank,5
Nice product will definitely suggest you to buy,5
Small compact yet powerful,5
Wonderful,5
Handy Power Bank,5
Portable and best,5
Phenomenal power backup,5
Pocket friendly Powerbank,5
"Beautiful, handy, fast chargeing",5
Fast charging,5
Very compect and looking cute for traveling. Charging is also good,5
Sturdy and helful.,5
An compact Powerbank,5
Nice,5
"Amazing product quality, fast and durable charging.",5
Thank god i purchased this over mi,5
Sleek design is best,5
Value for money product,5
value for money,5
Good Powerstorage,5
Best power bank,5
Good product in this price range,5
Very Small yet Powerfull.,5
Good battery's back up,5
Cute One,5
Nice Product,5
Excellent👍......😀,5
Best and fast compact power bank,5
Very excellent product power Bank.,5
Sure,5
Quality is superb,5
small but powerful,5
"CLASSY, PORTABLE & AMAZING PRODUCT FROM INDIAN MANUFACTURER",5
Mini power bank easy to use,5
Quick and best,5
Value for money,5
Better one,5
URBN 10000mh it's very outstanding alround product.,5
Very handy and light weight,5
Great Product,5
Classy and Works Amazing,5
Awesome,5
Small packet big power,5
Using it since weeks,5
The most best power bank ever I have seen,5
Good one,5
High Durability & compact in size,5
"""Made in India "" enough to decide buying this.",5
Best buy,5
"Product works well, but it's a bit heavy..",5
Satisfying experience,5
Good,5
Worth it Buying,5
Tiny but powerful.,5
Awesome,5
Good enough,5
Great product,5
Very good portable power bank,5
Compact in size and Easy to carry,5
A must have product,5
Very Cool,5
Worth it.,5
Worth buying.,5
Nice,5
Travelling companion,5
One of the best powerbank,5
It helps me a lot while traveling,5
Small and cute❤️,5
"Look no further, this is the best.",5
Light in weight easily used in travelling purpose,5
Good,5
Amazing power house..,5
Compatible with my Samsung S10,5
affordable and trust worthy,5
Excellent services provided by Urban .,5
Amazing,5
Good Product,5
Very compact and small. Useful for mini one day tours.,5
Travel friendly,5
"Compact in size, durable and efficient",5
Good lightweight power bank.,5
Excellent product,5
Super lightweight,5
Good buy from Amazon,5
Good pdt but little bit heavy,5
Compact and cool,5
Very much satisfied,5
Good handy compact charger,5
Light and fast.,5
Best product within less price,5
Good for its Price,5
Sleek,5
Perfect,5
Great for Power Backup,5
"It is compact,comes with C type cable, easy to use,I loved it!",5
"Easy to carry around, WORTH IT!",5
Small in size easy to use and very compact,5
Worthy Product,5
Best deal,5
Just go for it.,5
Best power bank,5
Best powerbank,5
Tiny and very useful.....,5
Made in,5
Good size and capacity,5
it's compact and powerful,5
Low price best product,5
Awesome power bank,5
BEST PART OF LIFE IN MOBILE WORLD...,5
Compact and Stylish !,5
Better than many😍,5
Good(hoping so),5
Worth buying,5
Excellent,5
Worth the money,5
Does the job,5
Compatiablilty,5
Amazing power bank loved it ..,5
Best portable power bank ever,5
Amazing powerbank!,5
Much recommend.,5
Fantastic Product,5
Fantastic product,5
Best product,5
TRAVEL FRIENDLY 😍,5
Super compact and easy to carry.👍,5
Best powerbank,5
Value for money,5
Just perfect,5
Review,5
Stop to work after 5 months,5
super!,5
Wonderful Product,5
Super compact fast charge,5
Best brand best quality,5
Small yet powerful,5
Good for Travelling,5
Nice and handy...,5
Awesome,5
Best power bank,5
Good product at this cost,5
Short & Powerful Power bank,5
Amazing n power packed,5
Good product easy to cary in pockets,5
Super quality,5
Compact and Powerful,5
Good Powerbank,5
good,5
Happy with the product.,5
Best power bank,5
Amazing,5
Wow cool stylish product,5
Best power bank in the market,5
"Best Powerbank, Cute in looks",5
"Excellent Charging Speed ,very long battery life",5
Happy a fully Indian product,5
Best and latest type C support made in India camo 10000 mah Power bank.,5
its small and handy,5
The Battery life is too good,5
worth buying,5
"Sleek,handy and classy",5
Highly recommended,5
Good product,5
"Made in India, Compact, Long Lasting",5
Value for Money,5
Best Compact Product for travelers,5
Fast charging compact power bank.,5
Compact powerbank for everyday,5
Excellent,5
Best buddy for travel,5
Superb n best quality product,5
Awesome product...Kudos to Urbn 🙌🖤,5
Fabulous powerbank,5
"Handy, Compact and affordable",5
Good for traveling persons,5
Nice small power bank,5
NO DOUBT ABOUT THIS ITEM - ITS GREAT,5
Best buy at very reasonable price n with good build quality,5
Almost half size of my smartphone!!!,5
Great battery life,5
Good to buy only when there's discount,5
Smallest,5
Amazing product,5
Very handy,5
Good,5
"Sturdy, shiny, compact, and staggering powerbank",5
Great power bank in a compact form factor!,5
Best compact power Bank,5
Review after an year of use..,5
Unique colour and smaller,5
Good one,5
Awesome portable Charger,5
Awsome product..,5
Compact one!!,5
Good product,5
Good,5
Must Buy,5
Best portable charger,5
"Best Fast Charging, portable product.",5
Value for money,5
Quality is awesome,5
Small yet power packed,5
Compact n travel friendly,5
I'm lovin it!,5
Army Green ❤️🇮🇳,5
Nice and sleek,5
Unbelievable performance and very compact,5
Useful,5
Full satisfaction,5
Very useful and quality wise awesome,5
Nice product,5
Impressive design and charging,5
Excellent product,5
Very good Product,5
Happy to buy this Power bank.😊,5
Light weight,5
A convienient option for daily use and travelling,5
Small and smart very good product,5
Small in size...... And battery backup is good,5
Fantastic powerbank,5
Small and easy to carry,5
Brilliant,5
Great backup,5
Sleek and workhorse.,5
Heroes Power Bank with 2.1 Amp Fast Charge,5
Very good product,5
URBN'S Power Bank,5
goood,5
Love this small and premium power bank,5
Worth your money,5
nice product with well build quality,5
Pocket power bank,5
Small and nice powerback,5
Quick charging. Best for travelling. Attractive look.,5
Product is good in these price,5
Very nice product,5
Powerful performance!!!,5
Cool compact,5
good,5
Best product,5
Best Product,5
Very good,5
very valuable during travel specially for me when I am forest for photography.,5
Compact and sturdy!,5
"Best Buy, don't give a second thought for buying this product..",5
Best 20000mah power bank,5
Nice & compact!,5
Lovely product. Just loved it.,5
Very gud product...,5
Small and budget Power Bank,5
Dynamite°°°,5
"Super compact, stylish and powerful",5
Nice and good product,5
Worth buy,5
What a load of rubbish,5
Charging power is good,5
It's a beast,5
Thanks urbn!,5
Don’t sleep on it!,5
Good,5
Good quality and charging,5
Excellent product fully satiesfied,5
Excellent product,5
The best,5
Portable.,5
Compact and powerful,5
Good product ; go for it,5
Good,5
Sleek and really worth it,5
Good quality,5
For zomato used....it helps💯,5
Value for money,5
Excellent product..,5
Gor for It ! Its Power Pack Performer and Its india Branch,5
All is good..,5
Loved it,5
Value for money,5
Precise PowerBank !!,5
must buy,5
Excellent Power Bank,5
Buy it,5
One the best power banks around,5
Compact,5
Best portable powerbank,5
Must buy,5
Amazing,5
compact powerbank,5
Awesome,5
Good Product,5
Good product,5
"If you are a daily user , than this powerbank is just beyond it !",5
Good product and packing.,5
Nice Small and tiny design,5
Good product with best rate,5
Nice,5
Value for money,5
King of all Power banks,5
Best for iPhone Users,5
Excellent,5
Classy and useful product and best to carry with us.,5
Loved it,5
Excellent,5
Good for travellers,5
Terrific Purchase,5
Very Good product,5
Best in class,5
Great product.,5
Great product,5
Amazing product,5
Superb quality tnqqqq Amazon,5
Hero's Best Edition,5
Best product.,5
Best deal,5
Nice product and super quality,5
Great product 5*,5
Good battery life,5
Very fine quality power bank,5
ex,5
Review after 4 times usage.,5
Awesome deal at 469,5
Value for money,5
Nice,5
Yes go for it. Value for money 👍,5
Easy to use,5
Good choice to buy,5
Excellent Battery Backup,5
"It is a good buy and all features as mentioned, no complaints",5
Very good,5
Amazing battery level,5
Great product,5
As usually products sold at amazon are value for money,5
Value for money power bank,5
V handy.,5
Very nice,5
Very good,5
Value for money.,5
Made in India,5
Compact And Travel Friendly,5
Good one to Have!,5
Best in it's category!!,5
Small but powerful,5
Good Product,5
great product at affordable price,5
Good product,5
Satisfied with this product,5
5Star,5
Nice,5
Great product I am happy compact in size I love it,5
Good one..,5
Good product,5
Superb,5
Best in this Price...,5
Best compact powerbank,5
A good power bank for everyone to use.,5
GOOD PRODUCT,5
Excellent product and timely service,5
Good product,5
A small bomb,5
Small powerful powerbank.,5
Ideal for travelling,5
Good backup,5
Need Replacement,5
Overall good product and pocket friendly,5
Value for money.. we can give 5 🌟 rating,5
good backup,5
Excellent power bank at this price range,5
Value for money,5
Wonderful product,5
Excellent product,5
Value for money product,5
Budgut powerbank,5
Great product !!,5
Fast Charging &Pocket friendly,5
Compact size,5
Compact,5
Superb performance,5
Great Product !,5
liked the powerbank,5
Good one,5
Amazing,5
Works well,5
Cute 🥰 highly recommend,5
Na,5
Urbn review 10000mAh,5
Great but a little bulky,5
Owsome,5
STURDY,5
A good item to buy. Charging cable is too short in length.,5
Great product,5
Unbelievable,5
Fast charge powerbank,5
Nice,5
Great,5
Worth buying value for money,5
Awesome,5
Loved it.,5
nice to have,5
Nic,5
Handy and compact power bank for you,5
Amazing product,5
Big Monster Battery Powerbank,5
Good power bank..👏👏👌🎉,5
Average,5
Value for money,5
Power bank was replaced twice.,5
Lighter,5
Good,5
Fast Charging,5
Amazing !!,5
It's size and speed,5
Compact and light weight,5
Good to havee product,5
Awesome,5
Good quality product,5
Very good.,5
Premium Quality,5
Light weight,5
good product,5
Very nice power bank,5
Good product,5
Usefull item,5
Cute size,5
Good and handy,5
Awesome 👍,5
Need improvement,5
Worth every penny,5
charging very nice capicity superb,5
Great products from Amazon,5
lightweight,5
Very good,5
Good product,5
So far so good,5
Compact and worth,5
Nice product,5
Safe desicion,5
Value for money,5
Very nice product,5
Excellent power bank,5
Nice product fast charging,5
Bad product,5
Good powerbank.,5
Worth to buy,5
Best powerbank for travelling,5
Best powerbank,5
Chotu powerful must have product,5
Nice,5
all'good,5
Value worth,5
Useful,5
It speaks patriotism. I love India.,5
Very good,5
I like the size of the power bank it's looks so nice,5
Excellent power bank,5
Better one,5
"Seems Nice, yet to fully test",5
Very nice,5
Fast Charging & Value for money,5
Amazing Battery life,5
Good for its price...,5
its good!!,5
Value for money 💰 PRODUCT,5
Amazing size to power ratio,5
Nice Product,5
Good mobile power bank.,5
value for money,5
Very Good product,5
Compact in size,5
Good product .,5
Bad product,5
Fabulous power bank,5
Handy power bank,5
Worthy to buy very good quality,5
Good Product,5
Awesome product,5
"Compact,colour n battery life",5
Go for it.... It's awesome..👏👏,5
Go for It.,5
Handy,5
buy it,5
Awesome power bank,5
Overall worth it!,5
Go for it. Made in India,5
Outstanding performance,5
Best Money value and a worth product..Go n grab for it.,5
A good product.,5
Quality is very nice,5
Just go for it,5
Very handy #compact,5
SUPER POWER BANK,5
Very good performing nicely,5
Worth the money,5
Perfect,5
Power bank backup is Great,5
Tiny powerbank with decent capacity,5
Superb indian product,5
Great Product !,5
All good,5
Very good power backup,5
Must have for remote travelers,5
value for money simple and cute,5
Very nice worth it,5
Perfect product.,5
Charging is superb,5
Chhota Packet Bada Dhamaka,5
Superhb product,5
Great product !!,5
"Ultra slim design easy to carry in pocket, fast charging, two power outputs",5
Excellent,5
Pls read before buying,5
Value for your money!,5
Charging cord didnot fit the powerbank,5
Best travel partner!,5
Compact design,5
Good Product,5
Light weight best Power bank,5
Value for money,5
Fast charging,5
Excellent and sleek power bank,5
Very good,5
Loved it❤️,5
The Go To product.,5
Nice product,5
nice charging,5
Reachable Amazon,5
Super power bank,5
Highly Recommended,5
Super compact trendy power bank,5
One of the best portable power bank,5
The Best in class product. I have ordered 1 more power bank.,5
Can carry easily and good power life,5
Compact body size and easy to portable,5
Overall 5*****,5
Really value for money and pocket friendly,5
"Compact, reliable, fast",5
Nice product made in India,5
"Small, and powerful worth for the money. Especially MAKE IN INDIA",5
Best busy,5
Brought Green,5
Smart Power Bank,5
Highly recommend,5
Worth the price ! Great buy!,5
5 star products,5
Good,5
Easy to carry,5
Good product,5
powerful,5
Long battery life though it takes too much time to fully charge,5
Very Nice Handy Product,5
Good... Worth it,5
Urbn 20000 mah army based design powebank,5
Short in appearance but best in working 💪🏻,5
Excellent product 👌🔥,5
Super,5
Handy Product,5
Nice.,5
Crisp and handy size,5
SATISFIED WITH THE POWER BANK,5
nothing,5
Bettery life aur charging power to use karke pata chalega,5
Good price,5
Size is portable,5
4times full charge my mobile,5
Worth. Recommended.,5
V good,5
BEST POWER BANK,5
Battery backup is awesome...,5
Worth the price,5
Amazing Urbn Power Bank,5
Very reliable,5
according too money's it's ok,5
Nice look with good charge 👍,5
Good product,5
Look and finishing tauch is very smooth. Back-up charging quality very best,5
Compact and powerful,5
Best One,5
Good build quality,5
power bank,5
Charging is good,5
Value for the given price,5
Not so good,5
Value for money and design is fabulous,5
Must buy,5
Awesome product,5
Great design & good performance,5
Genuine,5
Value For Money Good For Travelling,5
I like this small size power bank.,5
Good Looks with Great Performance,5
Happy,5
Very impressive design,5
Must buy product,5
Compact & Sturdy.,5
Overall good product,5
Worth the price,5
5 🌟 Product,5
Buy it cheap and good product,5
Regarding excess amount debited from account,5
Great charger - small and compact,5
"Small in hand, easy to hold and full in charge",5
Good product....,5
Excellent product,5
Still Working after 6 months of regular use,5
Fast Delivery,5
Love it,5
Good,5
Very useful while traveling. It gives two full charges from zero to hundred.,5
Compact and powerful,5
"Compact size, handy",5
Amazing product,5
Nice,5
No issue,5
Perfect for hand holder and Carrying in pockets,5
The product is Worth for money,5
Excellent Product,5
Amazing Product,5
Value for money,5
Very good,5
Small but Solid,5
Good battery health,5
Just what the Doctor ordered!,5
Excellent product,5
It's awesome product that i seen.,5
Excellent,5
It was probably the best powerbank in this range,5
Nice product,5
Nice product...,5
Great product.,5
Excellent Power bank,5
Need to improve,5
Nice Choice,5
best for normal use,5
nice product,5
It is a very good Power Bank. I like.urbn.,5
Satisfied,5
Awesome,5
Power bank,5
Good power bank,5
Amazing.,5
Loved it,5
Very useful,5
Good powerbank,5
Battery Saver,5
Value for money,5
Ok,5
Awesome product,5
Worthful and handy product,5
Worth,5
Pleasure to use,5
Highly Recommend super compact and stylish charger!,5
simply good,5
Value for money,5
Nice Product,5
Highly Recommended!,5
GOOD PRODUCT,5
Nice one,5
Just go right ahead and buy it,5
Nice product,5
Good product,5
Good product battery lasts longer,5
Found Best quality,5
Happy for buying...,5
Good product,5
Nice in price range but not in battery for long but for its price range its better,5
Pocket friendly.,5
Best Powerbank on Amazon under ₹1000,5
Looking great,5
For travelers,5
URBN 20000 mAh power bank,5
Good product,5
Useful for travelling,5
Good product,5
Believe it or not. Try your self. I will say buy it now this the best price to buy,5
Pretty good,5
Small product good Quality 😳,5
Good product,5
Great product,5
Amazing Product. Must buy!!,5
20000mph Small Handy,5
Items operation.,5
Best travel charger with compact design,5
Good,5
Best product with best prize,5
Power bank,5
It is a good product,5
Dependable Power Bank,5
"One of my favourite brand. Quality, performance and customer satisfaction at the market best !",5
Good,5
Nice product,5
Great buy,5
Compact size 10000mah,5
Booster,5
"Good company, Trust and responsible",5
Tiny and useful,5
Good quality,5
Fantastic,5
Decent product,5
Excellent product very stylish and charges very well.,5
Perfect powerbank,5
Buy this item now,5
GOOD LOOKING,5
Amazon🥰,5
Go for it !!,5
Nice,5
Trendy and handy,5
Worth it,5
Works well. Premium looks,5
Good product,5
Best at this price. Full satisfaction,5
Urbn powerbank is super backup,5
Value for money Product,5
Good One.. Happy With the Product.. Thank You #Amazon,5
Best power bank,5
Good!!,5
awesome product,5
Good one!!,5
Nice one,5
Easy to travel,5
I love the product.. simply awesome..,5
Fast charging and more battery life,5
Value for money,5
Must buy,5
Go for it,5
Value for money,5
Good product,5
Very good product and mobile charges fast,5
Go for it !!,5
Excellent and comfortable,5
This product is small and has big batteries this power bank is so cool go for it.,5
Good,5
Worth the money,5
Good product,5
Good.. worth buying,5
Perfect Diwali gift,5
Best buy,5
Value for money,5
Mobile Power Bsnk,5
Handy,5
"The most important thing is the speed charge, good quality, good charge and a week's backup.",5
Good,5
helpful,5
Decent,5
It's give really nice backup for 2day just to keep normally phones,5
Battery life is super,5
Good one,5
A product of affordable range.,5
Great purchase,5
It can be charged by both usb c and usb micro.,5
Compact and powerful,5
Good product,5
Well charge,5
Thanx,5
Just buy it.. don’t give a thought,5
Compact,5
good product,5
Nice product,5
Good quality product,5
Good look,5
Small and compact...very useful!,5
Amazon things are the best,5
Long time power,5
Not working,5
Excellent,5
Urbn ❤️,5
Value for money,5
Great combination.stylish,5
Best,5
Product is ok,5
good product,5
Good product,5
VALUE FOR MONEY,5
Great powerbank 😁,5
Super quality battery life is too good,5
Super 👌👌👌👌thank you Amazon,5
Great product for charging,5
Good product quality 👌👌,5
Op,5
Best then any power bank,5
Butiful ptroduct,5
Best one,5
Best deal,5
Built is super looks great,5
Value for Money Buy,5
Price and portability,5
Original product,5
Very much satisfied,5
Satisfied!,5
Just go for it.,5
Good product...,5
Need Improvement,5
Small and Powerful,5
Value for money,5
"Bulid quality is superb, charge our devices anytime & anywhere",5
Good product,5
"Awesome portable, compact, lightweight, power efficient divise",5
This is a small power bank and Carey any where 👌👌❤️,5
Amazing product,5
Op product,5
Awesome product,5
Good,5
Good one,5
Excellent,5
money wasted,5
Friendly Powerbank for travelling,5
Osm,5
Handy powerbank,5
Urban power,5
Good for traveling,5
Satisfy,5
Awesome Power Bank,5
Power Bank,5
Everything is fine,5
Value for money,5
Nice,5
Good Product,5
Urban,5
Value of money,5
Good buy,5
Pocket friendly,5
Good product,5
Amazing product at amazing price,5
Small and compact,5
Charges very fast,5
Very reliable power bank,5
Cute nd very nice,5
Good product,5
Best and stylish looking product,5
urbn 10000MAh Power Bank,5
Can I return this product ?,5
Best buy,5
Amazing service,5
Good Power Bank,5
Pocket sized,5
Best one,5
Great product in this price,5
Perfect combination for all mobile,5
Awesome,5
Value for money,5
Great product by urbn,5
Blue love,5
Worth,5
Great,5
Very good item,5
Very good product.,5
Nice working so far,5
Excellent experience,5
"Very Good Product , Easy to carry Power bank.",5
It's a good thing to rely on,5
Value for Money,5
Excellent,5
Wonderful,5
Amazing power bank,5
Wort every penny,5
Good,5
Battery back,5
Goooood,5
"Nice design, good look!!",5
Awesome product,5
Mini and compact,5
Looks great and functions as expected,5
Above Average product,5
Design look very hard and very useful in travel,5
Good one,5
Amazing power bank,5
Just wow.....loved it,5
నైస్,5
Compact Cute and stylish... great.,5
Great,5
Good battery life,5
Excellent power bank,5
Lightweight and pocketfriendly,5
Very good product,5
Great Product,5
Smart buy,5
Super,5
Must buy,5
Easy to use,5
Good and bad,5
Worthy Product,5
Best backup wala power bank,5
Super design and fast charging,5
Good,5
Power battery best quality,5
Good for travelling,5
Smaller than you'd expect,5
Thanks Amazon,5
Excellent product,5
Good product,5
Compact travel companion,5
Looks,5
Fast charging power bank,5
Nice,5
Good,5
URBN Products are very good quality,5
Perfect powerbank to carry and use.,5
Fantastic power,5
Battery expended,5
Made in India,5
Nice product,5
Performance is very good nice powerbank for travellers,5
Good product,5
Best Powerbank,5
.,5
Good powerbank best for this price range but cable is not provide in this,5
Good price,5
Good product,5
Good Product,5
Good power back. Worth the money.,5
Best,5
Satisfactory,5
Excellent product,5
Nice product,5
Good compact power bank.,5
👍👍,5
URBN POWER BANK,5
Best product happy with URBN,5
Very compact and good to handle while traveling,5
Value for money,5
Superb & very useful,5
Good product,5
Awesome profduct,5
Amazing product,5
Nice powerbank,5
Good product,5
Awesome,5
Very good,5
Loved It!,5
Good charger,5
Value for money,5
Worth Buy,5
Worth it to buy,5
Best Product,5
Great product,5
Good product,5
Awesome Battery Backup,5
"Worth your money, the best Powerbank.",5
Amazing,5
Good,5
Fabulous... experience...,5
Good but not 10000mah,5
Pocket friendly,5
Awesome product.,5
Small size and easy to handle,5
This urbn powerbank is superb,5
Nice product,5
Compact and fast,5
If you love olive green.. Just go for it!,5
worth dude...,5
Nice compact and handy toy on the go,5
Thanks Amazon for such a wonderful product in short time .,5
Brand quality,5
Lite weight and compact in size,5
Amazing,5
Amazing Product 👍,5
Handy power with Excellence,5
Best in segment,5
Very Good product Happy buying this thank you,5
Nice item and cheap price,5
Very nice looking and travel friendly.,5
Paisa vasul,5
Awesome Product,5
Good,5
Awesome n portable,5
More than what i expected,5
Perfect,5
Value for money 💸,5
Good 👍👍,5
Best power bank,5
Good product,5
Solid built product.,5
Must buy product,5
Size small good,5
Value for money,5
Osm,5
Fast n powerfull,5
Very nice,5
It's Size better than any other PowerBank that's make it Best out of Best,5
Value for money,5
Value for money,5
Good product,5
Great battery backup and perfect size,5
Best product,5
WORTH EVERY PENNY!!,5
Money spent well,5
Amazing product,5
Super,5
Good,5
Best 👍,5
very nice,5
Good product. I am very happy,5
Bahot acha product he or sabase achi bat he ki a made in India he,5
It’s smallest size power bank and awesome,5
Awesome product,5
Compact and awesome!!!,5
Good quality product,5
A great product in such price,5
Very useful and essential,5
