comments,rating
It's of good quality and performance,5
"The product is really good, the features are amazing and the watch looks really nice on wearing.",5
Good product,5
Easy to use,5
"Good watch,must buy",5
Nice watch to buy in 2500 INR range,5
Easy to handle,5
One of the best product...Better than noise smart watch 🙌🙌,5
Very smart watch,5
Affordable,5
Perfect watch,5
"Good product, satisfied buy",5
Best watch. Must buy,5
Product is good,5
seems to be fine,5
Excellent product,5
Nice watch for the price,5
Good product,5
Best.as a Gift to a friend.,5
Excellent watch.,5
All apps are not working,5
Good Product,5
Best watch,5
The Best Watch Ever,5
Must buy product ..well satisfied,5
Excellent Product,5
Cheap and Best!,5
Looks good,5
Am impressed,5
Smart watch,5
"Sleep, BP, SpO2 and Heart Rate monitor",5
Nice look at an affordable price,5
The product is very much usefull to today people,5
Best Buy,5
A good Smart Watch,5
Great purchase,5
Great experience,5
Average Product but decent at this price,5
Paisa wasool,5
Good Product!!! Just buy it!,5
Sam review,5
Very useful,5
A good device from a relatively new brand,5
super,5
Excellent and value for money,5
Good smart watch.,5
"Best Smartwatch under ₹3,000.",5
Excellent product at a reasonable price,5
Battery backup is great,5
Value for money..,5
Wonderful Watch for Health & Fitness,5
Awesome,5
Good looks...Excellent features. Value for Money,5
Fabulous product,5
Very comfortable and nice product..,5
Overall value for money......,5
Amazing must go for it,5
Nice product,5
Good product,5
Loved it,5
Precious thing in small box,5
Thanks Amazon,5
Comfortable to use,5
Fire,5
Good one,5
So far so good....Detail review coming soon,5
Good and accurate response. Impressive,5
Good to buy,5
Good built quality and readings are accurate,5
Worth every penny,5
IMPRESSIVE WITH BEST BUDGET,5
Good help for heart,5
Nice product pocket friendly,5
It's my first smart watch and it got amazing features,5
Great,5
Good product,5
This is a must-buy,5
Quality product for the money..,5
Value for money,5
Excellent product..,5
Nice...,5
Quality Product with Best Price,5
Value for money,5
I really liked this watch.,5
Health,5
Nice,5
Good buy!,5
Nice product,5
Excellent Battery Good Features,5
Made me accurate,5
Fire Boltt,5
very nice,5
Very good product,5
Awesome.,5
The product is fabulous and amazing experience with this watch,5
good,5
Fore Bolt is Fire,5
Excellent product,5
Best Smartwatch in this range,5
Nice BP options,5
"Fire bolt BSW001 is good,better and best one",5
Awesome,5
Delivered on time.Good product,5
Genuine and Accurate and Quality Product,5
Nice battery life,5
Nice,5
Best Smart Watch at this price,5
Awesome 👌,5
Good product at a good price,5
Very good products.,5
Good product,5
"For the price point, its best.",5
Amazing,5
Excellent value at price,5
It's a great purchase!!,5
MONEY WORTH,5
The size and the compactness is very good you should go for it,5
Still need an improvement,5
"Value for money, perfect reading of spo2 & BP & HR",5
For fitness lover this watch it’s the best watch to use it 👍,5
Smart Watch,5
"Terrific features and performance, at reasonable",5
Its a worth to buy product.,5
Awesome product,5
Quality Product,5
Good one,5
Amazing watch,5
Perfect,5
Great product from Fire-Boltt,5
BOLTT SMART WATCH 1.4 INCHES TFT BSW001,5
Great battery.....,5
Good product,5
1st time to FIREBOLTT,5
Value for money,5
A must buy smart watch,5
Very good smart watch at such an affordable price.,5
Good product at the price,5
As the name it is Fire On,5
Nice product,5
Best product in such an reasonable price,5
Boltt should fix this bug,5
Good product,5
Very good product from fire bolt,5
Killer looks,5
Great look,5
Very nice product and liked it,5
WORTH OF MONEY,5
Great skin to add on...,5
Good and decent watch,5
Good product,5
Good product,5
Superb quality product,5
Amazing Product,5
Accuracy,5
Good product liked it 👍👍,5
Value for Money,5
Good product,5
Good affordable smart watch,5
Worthy product.,5
I loved it..worth bying,5
Awesome watch with linked by mobile application and touch screen information,5
Great,5
Excellent,5
Must buy,5
Excellent Product.,5
Helpful and satisfactory,5
Budget super smart watch,5
Very good smart watch,5
Worth the penny!!,5
It's just awesome... I like it..,5
Loved the smartwatch,5
A good watch at a great price,5
Good,5
Value for money,5
Loved the watch...it's superb,5
Worth Buying unexpected,5
Best smart watch in this price range so far,5
Exellent,5
Amazing purchase,5
Well Product,5
Fully satisfied,5
Great experience,5
Product are nice and this product features are very good,5
Good watch,5
The smart watch has a lot of good features and feels quite elegant. Loved the product!,5
Great product,5
Highly Recommended,5
Value for money,5
Upcoming brand please support them,5
Nice watch,5
Must buy,5
Good addition,5
Amazing watch. I really loved it,5
"Fire bolt,",5
Good,5
Great watch at an awesome price,5
Good product,5
Good,5
Good product,5
Regular health monitor throw bolt in pandemic situation,5
Nyc product value for money,5
"Nice Gadgets , In Minimum Investment",5
The watch is perfect for me :),5
On time delivery,5
Good smart watch in budget.,5
Awesome,5
Good watch. Value for money.,5
Product review is good,5
Good watch at this price,5
Good one,5
Perfect for Me !,5
Go for it.,5
Stylish and good battery back up,5
Cool watch and amazing,5
Very good product,5
Amazing !!!!!!!,5
Worth the money in this segment of smartwatches!,5
Good budget smart watch,5
"Worth buying, go for it",5
Good,5
Value for money,5
Best at this price,5
Good watch for prize,5
The watch has stopped functioning after 6 months of use,5
Very Nice Watch,5
Worth it!,5
Very nice smart watch,5
Superb smart watch,5
Good product at good price,5
Worth the money,5
Super,5
Value for money,5
Good,5
Awesome smart watch,5
Smooth and perfect,5
The strip and body color do not match,5
Worth it,5
Good one,5
"Product quality is good, first pair with Bluetooth then connect the device otherwise it won't work",5
Go ahead and buy it!,5
Nice,5
Good deal for money,5
Perfect Smartwatch,5
I feeling good to have it,5
Good product,5
Affordable and Classy,5
Fully satisfied,5
Built Quality and accuracy,5
Must buy,5
oosam watch by fireboltt,5
wow,5
Bogus,5
Everyone should use,5
Looks good,5
Good Quality,5
Amazing product,5
"Nice product. Soft belt, good touch response so far",5
Accurate SPO2 measure and good fitness app,5
Simply superb smart watch,5
Wroth to buy,5
Nice Smart Watch,5
Awesum product,5
Very good looking!,5
Good Product,5
Best Product,5
Good watch in better price range,5
Super,5
Amazon's choice,5
"Nice watch,value for money",5
Really I loved it.... Superb product,5
Satisfactory,5
Accuracy,5
Awesome fitbit,5
Perfect .. working as expected,5
Awesome,5
Must buy watch,5
BOLTT Smartwatch,5
Awesome,5
Excellent smart watch of fire Bolt,5
Very nice smart watch,5
Must buy product,5
Good watch with continuous health monitoring,5
Amazing,5
Looks premium and is easy to operate.,5
Super cool,5
Amazing features ..loved it !!,5
Overall Watch experience was good.,5
Go for it!!!,5
Worth to buy,5
Very good watch. I got what I expected.Bang on,5
Excellent Smartwatch,5
Great value for the money paid,5
Great product,5
The best in class segment for 2500 budget range,5
Good product who cares for health,5
Excellent look and Nice watch,5
Whach is good but used product so One star,5
Extreemly good,5
Best performance in budget watch,5
Must buy..,5
It's amazing,5
Good one,5
It's a friendly watch to use,5
Value for money,5
Value to money,5
Worth for money,5
Looks so cool. I'm very impressed by the working and the look of the watch.,5
Good product in the price range,5
Amazing product,5
Great product in the price range,5
Great so far!,5
It's accurate in measuring and has a cool design,5
Value for money product,5
Accuracy of the vitals!,5
Excellent one,5
Nice 1,5
Nice product,5
Charg and forget for atleast 4 days,5
The watch is a great deal,5
Good,5
It is very good product,5
Very poor,5
Good 👍,5
Nice and bright,5
A great deal and a good discount,5
Fire boltt watch,5
Lovely product.,5
Nice in price range,5
Very good,5
SPO2 and Cost effective,5
Good product with all necessary features,5
Good one !,5
Look and Feel,5
Nice product,5
Decent purchase,5
Health checking,5
Waste to Buy...charging Just coming for 1day...,5
Wonderful smart watch,5
Smart watch,5
Best and affordable watch,5
Awesome product over minimum price,5
Nice watch.,5
Value for money product,5
Excellent,5
It looks good,5
Best smart watch,5
Fire-boltt SpO2 Full Touch 1.4 inch smart watch,5
SPO2,5
Great product and value for money,5
Under 3k best product.,5
Value for money,5
Good one,5
The product is just insane as per my overall review.,5
Worth,5
Great product my teacher loves it,5
Good one,5
Excellent health and activity tracker,5
Nice product,5
Ultimate 👍,5
Nice watch,5
Best Smart Watch,5
Awesome,5
3 out of 5,5
The product is very nice. I got it for my sister she loved it.,5
On.1 smart watch in this price segment,5
Best one,5
Good product in this price.. Worth to buy it.,5
Lightweight and affordable,5
Good produt should buy,5
Perfect Farewell Gift,5
Very nice product.,5
Nice work and looking so smart🙂,5
Very good,5
Nice product in first view,5
Great Value for Money,5
Happy with the product,5
Nice watch,5
Smart choice,5
Its a very good product,5
Good one,5
"Awsome product, light on pocket, durable, washproof",5
Good.,5
Lovely product.. value for money..,5
Fast sync and notification,5
Fit and finish is good.,5
Good,5
Amazing product for the price. Highly recommended as compared to other products in this price range,5
Nice watch with low cost,5
Very nice product,5
All in One..,5
Good performance,5
Good,5
I like very much in Setps counting,5
Excellent,5
Go for it if u need to check your BP,5
Nice watch,5
Accuracy,5
Really happy with the purchase,5
"Moneys worth, good touch and sufficient features..",5
I just love it.,5
Yet to use.,5
It's a good gift to someone to take care of their health,5
Not working - bluetooth,5
Great performance.,5
Very good smart watch.,5
Go for it,5
Fire-Boltt review,5
A decent watch for the price range,5
Worth buying,5
Product was awesome.,5
Worth for paid,5
Worth buying,5
Superb product,5
Loved it,5
Best smart watch under 3000,5
Value for money,5
Worth,5
This smart watch all in one function for Health & Exercise Purpose .,5
Best deal,5
Look,5
Useful,5
Very good to use,5
Great Product,5
Fire boltt smartwatch it's so good.❤️ Work it parfect.,5
Easy to use and make our life very smart,5
Nice product at reasonable price comparrd to other brands,5
Mind blowing Awesome watch,5
super 👌,5
Best watch,5
Great product,5
Good smart watch at a budget,5
Best one,5
Useful device,5
Premium Quality,5
good product,5
Excellent,5
Excellent,5
Nice product,5
Beautiful,5
Good buy,5
all good but not setisfied with display,5
Nice watch bad app,5
अपना जरूरत देख लो भई,5
Very good product 👍👍,5
Must buy,5
Superb,5
Nice smart watch. Very easy to use. Quality is awsome.,5
Good,5
Awesome watch,5
Perfect for Tracking,5
It is good,5
Super,5
Size and look is good. Bigger than other smart watch and performance of the watch is good.,5
Good buy,5
Excellent,5
Fulfills the cause,5
Fireboltt smart watch good watch,5
Great Investment,5
I'm happy,5
Such a nice purchase!,5
VERY GOOD👍,5
Great Watch to Have,5
Awesome smart watch. Keeps tracking of all ur steps and accurate reading,5
Not worth buying,5
Very nice product,5
Good one,5
Great one with reasonable price!!,5
Awesome product,5
Awesome,5
Best watch ever,5
Fantastic product,5
Good Product for the given price tag,5
Total worth,5
All features are good,5
Excellent,5
Best watch please buy.,5
Great product!,5
Nice watch with value for money,5
Amazing product!,5
Great Purchase,5
Very good,5
Smart watch,5
Awesome,5
Nice watch must buy,5
simple and cost efficient,5
Value for money product.,5
Fire bolt,5
Nice smart watch under 3k with many features and good quality,5
Best watch.,5
Recommended,5
Vry cool in this price range,5
Amazing,5
Value for money product loaded with features,5
Nice Watch! Worth Buying,5
must buy it,5
Worth of money...,5
amazing product,5
V good,5
Best smart watch ever 💓💓💓 suggested to buy everything is best,5
Greatful to use this product,5
Really a very nice smartwatch at such cost!!,5
"Great product, value for money",5
"Awesome product, correct info and very reliable",5
Amazing watch.,5
Feedback,5
Good product,5
superb product,5
Battery life not very good,5
Awesome product..,5
The perfect combination of Good looks and technology,5
Worth of money and I'm really satisfied with with delivery,5
Worth for money,5
Worth for money,5
Comfortable,5
My review,5
Best Smart watch… value for money,5
Excellent.. Fantabulous.. I really liked it.. 😎😎,5
Marvelous Smart Watch,5
Amazing watch which suitable for my personality.,5
Very good and with good features.,5
Good product,5
Easy to use and of much purpose. A must have for fitness freaks!,5
Download Da fit app to acces your watch,5
Awesome,5
Excellent,5
Wonderful product. I simply love it. Definitely go for it.,5
Great watch good watch at great price,5
Overall a very nice product,5
Design is very good,5
Awesome product,5
Value for money (Good product),5
Best Smart Watch. Go for it without doubt.,5
Loved it,5
Its awesome,5
Amazing smartwatch at amazing price,5
Nice product,5
"Nice one, go for it 👍",5
Good,5
Great product indeed.,5
It's a really good smartwatch with added features for health monitoring.,5
Good product,5
Highly recommended smart watch,5
Good,5
The health app superb,5
Best companion to monitor the health and keep the fitness on going,5
Amazing,5
Lovely product,5
"Spo2, BP & Heart rate is most loved feature",5
Super,5
Nice watch,5
Good👍,5
Good product,5
Best smart watch,5
"Good product, nice to have one on my wrist..",5
Worth Buying | One Must go for.,5
Amazing watch,5
box was unsealed and cable was unpacked,5
Good product and all functions are performing very well,5
Unbelievable experience,5
5 Stars,5
Overall good product,5
Best smart watch in 3000rs range,5
One of the best smart watch in affordable prize,5
Worthful!!!!!,5
Best product,5
Good product,5
Nice product,5
Super watch,5
Product are nice,5
Nice watch .,5
"Light weight, perfect size, looks cool",5
Happy about the product,5
Superb,5
Useful Product,5
Amazing,5
Excellent product with full of good application,5
Small & Light Weight Machine to Monitor your Health,5
U can buy it's worth for Money,5
Value for money product,5
Good,5
the product matches the description given..its worthy to review,5
Budget friendly with good features.,5
Good build quality,5
Smart watch review,5
It's 🤩 a very nice watch If you think to buy this watch buy it is a very nice product,5
Paisa vasool,5
its vry nice watch ..must buy...luv it,5
good,5
Value for money,5
Good one at this price,5
Over all excellent and value for money,5
Nice one,5
Really a smart watch,5
It's a good Product,5
Best smartwatch,5
There are very health related options,5
Price effective,5
Best watch for health tracking and fitness,5
Power packed,5
Bahut acchi h,5
Wonderful smart watch,5
Cool,5
Amazing product,5
Good Product,5
BEST ONE @ CHEAP PRICE,5
Good Fitness tracker,5
Service,5
Best smartwatch brand,5
good,5
Price worthy,5
Good Product..but sometime fails to give call notifications,5
Nice watch,5
Nice watch I liked the shape of watch and it shows everything,5
Great deal,5
Excellent Product.,5
Excellent purchase,5
Lovely,5
F🔥ir b⚡lt,5
A very good product,5
Entering the new world,5
Love it,5
Best SmartWatch worth a penny,5
"Amazing watch ..proper functioning,nice performance,broad display, good battery life.",5
Good deal at the given price.,5
"Calls , messages, bpm",5
Made for ourself,5
Value for money,5
Good Product & Best Price,5
The best product seen in ever,5
Superb Smart Watch,5
Good Experience,5
Verry good,5
Smart watch,5
Health details,5
Value for money,5
Very excellent product,5
Its just Wow watch,5
Killer product,5
Great one,5
Great product😍,5
Excellent,5
"Very useful and easy to use like it , 👍👍👍",5
"It's good, fast connectivity, good quality.",5
Battery and touch screen,5
Very good,5
Good buy at this price range,5
Review of watch,5
Good,5
Value for money,5
Nice watch I think it’s worthy to buy this watch,5
Amazing features,5
Good smart watch,5
Very good product,5
Best product in budget,5
Spo2,5
Perfect in low budget,5
Looks Perfect and Works Wonderfully!,5
Worth for money,5
Value for money,5
Nice to have,5
Excellent design,5
Good purchase. Must Buy.. happy to use it.,5
Good quality and features.,5
Quite helpful.,5
Awsome,5
Good Smart Watch,5
Good product in awesome price range,5
If you are looking for a budget watch you can with this… thanks firebolt,5
Best Smartwatch,5
Good Smart Watch,5
Excellent,5
Good one but B.p count. Not good,5
Perfect watch for me,5
Good stuff,5
"BP,SPO2, HEART'RATE MONITOR",5
It's has special features like spo2 it's very useful in this pandemic.,5
Great watch!,5
Product is good...,5
Amazing,5
Awesome product,5
Good Product,5
Not working properly,5
Smart watch,5
A great smart watch packed with power and usage!,5
Still unboxing and yet to use the watch,5
"Amazing, go for it",5
Valuable product,5
Fantastic 😊,5
Nice product and worth of money spent,5
So far so good,5
Best watch in the price range,5
Nice product,5
"Amazing product, must buy 👏",5
Good,5
Amazing,5
Built quality is good. Hope it lasts!,5
Nice,5
Must Buy,5
Wonderful product,5
Nice product 5 star,5
Smart watch,5
Delivered with proper safety of product and social distancing,5
Fire Boltt BSW001,5
GO AND GET IT,5
Awesome.... affordable with many features,5
Best buy !!!,5
As per description,5
Good one,5
Good Smart Phone in Low Cost,5
Super product,5
very good,5
Superb watch,5
Good smart watch,5
"Too good, go for it",5
Excellent quality.,5
Best for health monitor... Awesome..!,5
Smart watch,5
Good Smart watch. Working smooth,5
Awesome product by Bolt,5
Value for money,5
Good,5
Touch is very smooth. Battery life can be improved,5
Need to develop the software.,5
Is ur happy,5
Very useful.,5
Very good till now,5
Good quality,5
Value for Money,5
Awesome product,5
It's a worth buying product,5
good watch,5
Style and fitness,5
Good Smart Watch,5
Excellent. Product,5
Awesome product,5
Awesome battery backup,5
Excellent smart watch,5
Its a good product from Fire Boltt..without any doubt you can buy it,5
Good product.,5
Stylish and comfortable,5
Good Product.,5
Amazing product at low price,5
Its response is good,5
Good product,5
Not bad but it's still good.,5
Awesome Product,5
awesome love it,5
good,5
Great,5
"It's amazing watch with so many useful features, really happy with the product",5
Very good product,5
Good product,5
Good watch at reasonable cost,5
Fully Loaded Smart Watch,5
Value for money,5
Good one,5
Amazing,5
Overall good product,5
Good buy,5
Good,5
Good,5
Great product,5
Awesome,5
Good featured,5
Its My budget,5
Watch face can be changed,5
Very nice product...,5
Perfect Smartwatch.,5
WORTH IT,5
Use for daily purpose,5
it's very good quality smart watch,5
Great product under 2.5k with BPM and SPO2 tracking,5
Very good and useful product,5
Worth buying,5
Colour and size,5
Valueable items under this price,5
About watch,5
"Excellent watch with in the budget,",5
Must buy,5
Almost fine,5
Tu good whach,5
Powerfull Smartwatch,5
u,5
It's a Great watch,5
Good for use,5
Nice. Battery backup is to good almost 8Days runing,5
Good I liked it,5
Good product for busy life.,5
good features must buy,5
Looks smart,5
Best smart watch,5
Worth buying it!!,5
Value for money,5
Light and beautiful,5
Value for Money!,5
I love it,5
Very good watch,5
Awasome product at that price,5
Commendable,5
Must buy.,5
The best smartwatch in this price.,5
Must have fitness watch,5
Best Smart Watch,5
Amazing product😍,5
"Super,",5
"The screen size is as expected, looks great big cool.",5
Good stuff at this price,5
Don’t ever buy this product.,5
It's a amazing product I feel better good,5
Wonderful Product,5
Very nice watch. Happy,5
Good,5
Nice watch at this price tag,5
Nice product,5
Product finishing is really good,5
Smart watch with great feature...,5
Must buy,5
Good device,5
Best smartwatch than other withblots of features,5
great quality product with metal material,5
Value for Money,5
Nice product,5
Nice product and nice fast deleverd,5
Super Awesome. Loved it.,5
Awesome Product,5
Best and value for money,5
Good,5
Best smartwatch,5
Awesome product,5
Good product from boltt,5
