comments,rating
Nice,3
Just okay,3
Does the job,3
Decent product,3
Decent product,3
Just okay,3
Decent product,3
Decent product,3
Nice,3
Fair,3
Good,3
Nice,3
Fair,3
Fair,3
Good,3
Nice,3
Fair,3
Best in the market!,3
Nice,3
Just okay,3
Fair,3
Good,3
Nice,3
Good,3
Decent product,3
Just okay,3
Decent product,3
Just okay,3
Nice,3
Fair,3
Fair,3
Nice,3
Just okay,3
Nice,3
Decent product,3
Decent product,3
Good,3
Just okay,3
Decent product,3
Nice,3
Good,3
Good,3
Just okay,3
Decent product,3
Good,3
Fair,3
Decent product,3
Good,3
Good,3
Just okay,3
Just okay,3
Not bad,3
Does the job,3
Fair,3
Nice,3
Decent product,3
Nice,3
Just okay,3
Just okay,3
Decent product,3
Decent product,3
Nice,3
Fair,3
Good,3
Good,3
Nice,3
"TCL 10.36"" Tab Max (4GB-64GB with Voice Call) Review.",3
Decent product,3
Fair,3
Fair,3
Fair,3
Good,3
Just okay,3
Fair,3
Decent product,3
Good,3
Fair,3
Nice,3
Fair,3
Nice,3
Fair,3
Just okay,3
Fair,3
Nice,3
Decent product,3
Does the job,3
Does the job,3
Decent product,3
Fair,3
Fair,3
Fair,3
Just okay,3
Just okay,3
Just okay,3
Decent product,3
Nice,3
Does the job,3
Good,3
Decent product,3
Nice,3
Just okay,3
Nice,3
Nice,3
Decent product,3
Just okay,3
Nice,3
Decent product,3
Just okay,3
Just okay,3
Decent product,3
Good,3
Nice,3
Good,3
Good,3
Good,3
Does the job,3
Nice,3
Nice,3
Good,3
"TCL 10.36"" Tab Max (4GB-64GB with Voice Call) Review.",3
Decent product,3
Fair,3
Fair,3
Fair,3
Good,3
Just okay,3
Fair,3
Decent product,3
Good,3
Fair,3
Nice,3
Fair,3
Nice,3
Decent product,3
Just okay,3
Decent product,3
Decent product,3
Nice,3
Fair,3
Good,3
Good,3
Nice,3
Just okay,3
Decent product,3
Decent product,3
Nice,3
Fair,3
Good,3
Good,3
Nice,3
Nice,3
Fair,3
Does the job,3
Nice,3
Just okay,3
Decent product,3
Decent product,3
Nice,3
Fair,3
Good,3
Good,3
Nice,3
Just okay,3
Decent product,3
Decent product,3
Nice,3
Fair,3
Good,3
Good,3
Nice,3
Nice,3
Just okay,3
Does the job,3
Nice,3
Just okay,3
Does the job,3
Does the job,3
Does the job,3
Nice,3
Nice,3
Good,3
Does the job,3
Just okay,3
Just okay,3
Does the job,3
Just okay,3
Nice,3
Just okay,3
Does the job,3
Nice,3
Just okay,3
Does the job,3
Does the job,3
Does the job,3
Nice,3
Nice,3
Good,3
Does the job,3
Just okay,3
Just okay,3
Does the job,3
Just okay,3
Does the job,3
Good value for money!!!,3
Good,3
Good,3
Just okay,3
Good,3
Just okay,3
Does the job,3
Decent product,3
Fair,3
Good,3
Does the job,3
Decent product,3
Nice,3
Decent product,3
Nice,3
Just okay,3
Just okay,3
i dont know what to say,3
Does the job,3
Nice,3
good,3
Three Stars,3
Three Stars,3
Value-for-money,3
Decent product,3
good,3
Fair,3
Good,3
Good,3
Does the job,3
Just okay,3
Fair,3
Met Expectations,3
Met Expectations,3
does it supports relince jio 4g,3
Just okay,3
Decent product,3
Decent product,3
Nice,3
Fair,3
Good,3
Good,3
Nice,3
Just okay,3
Decent product,3
Decent product,3
Nice,3
Fair,3
Good,3
Good,3
Nice,3
Decent product,3
Decent product,3
Does the job,3
Decent product,3
Good,3
Good,3
Fair,3
Nice,3
Just okay,3
Does the job,3
Fair,3
Good,3
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Expected a better product,2
Not good,2
Could be way better,2
Bad quality,2
Bad quality,2
Moderate,2
Slightly disappointed,2
Not good,2
Expected a better product,2
Not good,2
Could be way better,2
Bad quality,2
Bad quality,2
Moderate,2
Not good,2
Expected a better product,2
Moderate,2
Could be way better,2
Slightly disappointed,2
Expected a better product,2
Could be way better,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Expected a better product,2
Not good,2
Could be way better,2
Bad quality,2
Bad quality,2
Moderate,2
SAMSUNG Galaxy Tab A7,2
Expected a better product,2
Moderate,2
Expected a better product,2
Expected a better product,2
Moderate,2
Bad quality,2
Moderate,2
Could be way better,2
Not good,2
Moderate,2
Moderate,2
Slightly disappointed,2
Not good,2
Expected a better product,2
Not good,2
Could be way better,2
Bad quality,2
Bad quality,2
Moderate,2
Could be way better,2
Could be way better,2
Bad quality,2
Slightly disappointed,2
Moderate,2
Could be way better,2
Moderate,2
Bad quality,2
Bad quality,2
Not good.,2
Slightly disappointed,2
Not good,2
Not good,2
Expected a better product,2
Not good,2
Moderate,2
Expected a better product,2
Expected a better product,2
Not good,2
Moderate,2
Expected a better product,2
Could be way better,2
waste of money,2
Not worth,2
Not good,2
Really Nice,2
Not good,2
Could be way better,2
stupid,2
Could be way better,2
Slightly disappointed,2
Terrific purchase,2
Slightly disappointed,2
Slightly disappointed,2
Bad quality,2
Expected a better product,2
Not good,2
Expected a better product,2
Expected a better product,2
Moderate,2
Expected a better product,2
Slightly disappointed,2
Not good,2
Not good,2
Not good,2
Terrific purchase,2
Moderate,2
Could be way better,2
Not good,2
Bad quality,2
Expected a better product,2
Not good,2
Not good,2
Moderate,2
Expected a better product,2
very poor product,2
Not good,2
Slightly disappointed,2
Slightly disappointed,2
Slightly disappointed,2
Slightly disappointed,2
Not so good,2
Slightly disappointed,2
Substandard product.,2
Expected a better product,2
Bad,2
Fair,2
price,2
Moderate,2
Nice product,2
Moderate,2
Bad quality,2
Expected a better product,2
Slightly disappointed,2
Slightly disappointed,2
Could be way better,2
Swipe ace,2
Expected a better product,2
Really Nice,2
Expected a better product,2
Moderate,2
Not good,2
Could be way better,2
Slightly disappointed,2
Not good,2
Could be way better,2
Expected a better product,2
Moderate,2
Expected a better product,2
Bad quality,2
Met some expectations,2
Bad quality,2
child enrollment client does not support,2
Slightly disappointed,2
Expected a better product,2
Expected a better product,2
Moderate,2
Overpriced,2
Bad quality,2
Not good,2
Very poor,2
Fair,2
Reused and Skratches,2
Slightly disappointed,2
Two Stars,2
Two Stars,2
Two Stars,2
Two Stars,2
Horrible,2
Battery,2
SAMSUNG Galaxy Tab A7,2
Expected a better product,2
Moderate,2
Expected a better product,2
Expected a better product,2
Moderate,2
Bad quality,2
Moderate,2
Could be way better,2
Not good,2
Moderate,2
Moderate,2
Could be way better,2
Moderate,2
Not good,2
Moderate,2
Overpriced,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Not good,2
Moderate,2
Bad quality,2
Slightly disappointed,2
Could be way better,2
Bad quality,2
Not good,2
Expected a better product,2
Slightly disappointed,2
Bad quality,2
Moderate,2
Bad quality,2
Moderate,2
Moderate,2
Expected a better product,2
Slightly disappointed,2
Expected a better product,2
Expected a better product,2
Not good,2
Bad quality,2
Expected a better product,2
Moderate,2
internet not working,2
Slightly disappointed,2
Could be way better,2
Expected a better product,2
Slightly disappointed,2
Not good,2
Not good,2
Slightly disappointed,2
Expected a better product,2
Moderate,2
Moderate,2
Expected a better product,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Expected a better product,2
Moderate,2
Could be way better,2
Slightly disappointed,2
Expected a better product,2
Could be way better,2
Slightly disappointed,2
Moderate,2
Expected a better product,2
Bad quality,2
Moderate,2
Could be way better,2
Moderate,2
Could be way better,2
Bad quality,2
Could be way better,2
Expected a better product,2
Bad quality,2
Could be way better,2
Not good,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Not good,2
Expected a better product,2
Not good,2
Could be way better,2
Bad quality,2
Bad quality,2
Moderate,2
Not good,2
Bad quality,2
Not good,2
Expected a better product,2
Expected a better product,2
Not good,2
Moderate,2
Expected a better product,2
Slightly disappointed,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Bad quality,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
SAMSUNG Galaxy Tab A7,2
Expected a better product,2
Moderate,2
Expected a better product,2
Expected a better product,2
Moderate,2
Bad quality,2
Moderate,2
Could be way better,2
Not good,2
Moderate,2
Moderate,2
Slightly disappointed,2
Not good,2
Not good,2
Expected a better product,2
Moderate,2
Could be way better,2
Slightly disappointed,2
Expected a better product,2
Could be way better,2
Slightly disappointed,2
Moderate,2
Expected a better product,2
Bad quality,2
Slightly disappointed,2
Not good,2
Expected a better product,2
Not good,2
Could be way better,2
Bad quality,2
Bad quality,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Bad quality,2
Bad quality,2
Not good,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Slightly disappointed,2
Not good,2
Expected a better product,2
Not good,2
Could be way better,2
Bad quality,2
Bad quality,2
Moderate,2
Bad quality,2
Not good,2
Expected a better product,2
Not good,2
Bad quality,2
Not good,2
Could be way better,2
Moderate,2
Expected a better product,2
Moderate,2
Expected a better product,2
Not good,2
Moderate,2
Expected a better product,2
Could be way better,2
Not good,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Bad quality,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Not good,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Bad quality,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
Could be way better,2
Could be way better,2
Slightly disappointed,2
Expected a better product,2
Could be way better,2
Not good,2
Bad quality,2
Expected a better product,2
Could be way better,2
Moderate,2
Expected a better product,2
Bad quality,2
Moderate,2
Expected a better product,2
Expected a better product,2
Could be way better,2
Expected a better product,2
Expected a better product but bad.,2
Not good,2
Bad quality,2
Expected a better product,2
Moderate,2
Slightly disappointed,2
Expected a better product,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Slightly disappointed,2
Not good,2
Moderate,2
Could be way better,2
Expected a better product,2
Expected a better product,2
Bad quality,2
Good choice,2
Must buy!,2
Highly recommended,2
Slightly disappointed,2
Useless product,2
Could be way better,2
Could be way better,2
Not good,2
Expected a better product,2
Moderate,2
Could be way better,2
Slightly disappointed,2
Expected a better product,2
Could be way better,2
Slightly disappointed,2
Moderate,2
Expected a better product,2
Bad quality,2
Could be way better,2
Expected a better product,2
Expected a better product,2
Slightly disappointed,2
Could be way better,2
Slightly disappointed,2
Bad quality,2
Slightly disappointed,2
Bad quality,2
Slightly disappointed,2
Could be way better,2
Could be way better,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Expected a better product,2
Expected a better product,2
Slightly disappointed,2
Not good,2
Moderate,2
Overpriced,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Not good,2
Moderate,2
Bad quality,2
Slightly disappointed,2
Could be way better,2
Bad quality,2
Not good,2
Expected a better product,2
Slightly disappointed,2
Bad quality,2
Moderate,2
Bad quality,2
Moderate,2
Moderate,2
Expected a better product,2
Slightly disappointed,2
Expected a better product,2
Expected a better product,2
Not good,2
Bad quality,2
Expected a better product,2
Moderate,2
internet not working,2
Slightly disappointed,2
Could be way better,2
Expected a better product,2
Slightly disappointed,2
Slightly disappointed,2
Could be way better,2
Expected a better product,2
Could be way better,2
Moderate,2
Bad quality,2
Not good,2
Could be way better,2
Moderate,2
Could be way better,2
Not good,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Bad quality,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
Could be way better,2
Expected a better product,2
Not good,2
Moderate,2
Expected a better product,2
Could be way better,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Could be way better,2
Could be way better,2
Expected a better product,2
Could be way better,2
Could be way better,2
Bad quality,2
Expected a better product,2
Could be way better,2
Could be way better,2
Bad quality,2
Not good,2
Moderate,2
Overpriced,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Not good,2
Moderate,2
Bad quality,2
Slightly disappointed,2
Could be way better,2
Bad quality,2
Not good,2
Expected a better product,2
Slightly disappointed,2
Bad quality,2
Moderate,2
Bad quality,2
Moderate,2
Moderate,2
Expected a better product,2
Slightly disappointed,2
Expected a better product,2
Expected a better product,2
Not good,2
Bad quality,2
Expected a better product,2
Moderate,2
internet not working,2
Slightly disappointed,2
Could be way better,2
Expected a better product,2
Slightly disappointed,2
Bad quality,2
Not good,2
Expected a better product,2
Not good,2
Bad quality,2
Bad quality,2
Moderate,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Slightly disappointed,2
Annoying issues.,2
Bad quality,2
Could be way better,2
Slightly disappointed,2
Not good,2
Expected a better product,2
Bad quality,2
Expected a better product,2
Could be way better,2
Buy it for sure if your expectations is low,2
Moderate,2
Bad quality,2
Only cons the speakers,2
Slightly disappointed,2
Moderate,2
Could be way better,2
Not good,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Bad quality,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Bad quality,2
Not good,2
Moderate,2
Not good,2
Expected a better product,2
Could be way better,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Not good,2
Expected a better product,2
Expected a better product,2
Expected a better product,2
Not good,2
Moderate,2
Expected a better product,2
Moderate,2
Slightly disappointed,2
Not good,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Bad quality,2
Bad quality,2
Expected a better product,2
Not good,2
Bad quality,2
Bad quality,2
Not good,2
Moderate,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Bad quality,2
Expected a better product,2
Not good,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
Could be way better,2
Expected a better product,2
Nice,2
Expected a better product,2
Two Stars,2
Fair,2
Could be way better,2
Bad quality,2
Could be way better,2
Absolute rubbish!,2
Not good,2
Could be way better,2
Not good,2
Bad quality,2
Could be way better,2
Expected a better product,2
Slightly disappointed,2
Not good,2
Bad quality,2
Not good,2
Moderate,2
Not good,2
Expected a better product,2
Could be way better,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Not good,2
Expected a better product,2
Expected a better product,2
Not good,2
Moderate,2
Overpriced,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Not good,2
Moderate,2
Bad quality,2
Slightly disappointed,2
Could be way better,2
Bad quality,2
Not good,2
Expected a better product,2
Slightly disappointed,2
Bad quality,2
Moderate,2
Bad quality,2
Moderate,2
Moderate,2
Expected a better product,2
Slightly disappointed,2
Expected a better product,2
Expected a better product,2
Not good,2
Bad quality,2
Expected a better product,2
Moderate,2
internet not working,2
Slightly disappointed,2
Could be way better,2
Expected a better product,2
Not good,2
Bad quality,2
Bad quality,2
Not good,2
Moderate,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Bad quality,2
Expected a better product,2
Not good,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
Could be way better,2
Expected a better product,2
Nice,2
Expected a better product,2
Could be way better,2
Bad quality,2
Could be way better,2
Absolute rubbish!,2
Could be way better,2
Expected a better product,2
Could be way better,2
Moderate,2
Moderate,2
Not good,2
Bad quality,2
Video and Audio is not working probably,2
Could be way better,2
Expected a better product,2
Could be way better,2
Moderate,2
Moderate,2
Not good,2
Bad quality,2
Video and Audio is not working probably,2
Slightly disappointed,2
Could be way better,2
Bad quality,2
Slightly disappointed,2
Moderate,2
Slightly disappointed,2
Moderate,2
Expected a better product,2
Slightly disappointed,2
Not good,2
Expected a better product,2
Not good,2
Could be way better,2
Bad quality,2
Bad quality,2
Moderate,2
Could be way better,2
Expected a better product,2
Could be way better,2
Moderate,2
Moderate,2
Not good,2
Bad quality,2
Video and Audio is not working probably,2
Slightly disappointed,2
Could be way better,2
Bad quality,2
Slightly disappointed,2
Moderate,2
Slightly disappointed,2
Moderate,2
Expected a better product,2
Not good,2
Bad quality,2
Slightly disappointed,2
Not good,2
Expected a better product,2
Not good,2
Could be way better,2
Bad quality,2
Bad quality,2
Moderate,2
Could be way better,2
Expected a better product,2
Could be way better,2
Moderate,2
Moderate,2
Not good,2
Bad quality,2
Video and Audio is not working probably,2
Slightly disappointed,2
Could be way better,2
Bad quality,2
Slightly disappointed,2
Moderate,2
Slightly disappointed,2
Moderate,2
Expected a better product,2
Could be way better,2
Expected a better product,2
Could be way better,2
Moderate,2
Moderate,2
Not good,2
Bad quality,2
Video and Audio is not working probably,2
Slightly disappointed,2
Could be way better,2
Bad quality,2
Slightly disappointed,2
Moderate,2
Slightly disappointed,2
Moderate,2
Expected a better product,2
Bad quality,2
Not good,2
Bad quality,2
Bad quality,2
Slightly disappointed,2
Bad quality,2
Slightly disappointed,2
Bad quality,2
Expected a better product,2
Not good,2
Expected a better product,2
Bad quality,2
Moderate,2
Expected a better product,2
Bad quality,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Bad quality,2
Not good,2
Expected a better product,2
Moderate,2
Could be way better,2
Slightly disappointed,2
Not good,2
Slightly disappointed,2
Moderate,2
Not good,2
Could be way better,2
Not good,2
Expected a better product,2
Could be way better,2
Expected a better product,2
Expected a better product,2
Moderate,2
Could be way better,2
Moderate,2
Moderate,2
Bad quality,2
Not good,2
Bad quality,2
Moderate,2
Expected a better product,2
Not good,2
Expected a better product,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Moderate,2
Could be way better,2
Slightly disappointed,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Not good,2
Expected a better product,2
Not good,2
Could be way better,2
Bad quality,2
Bad quality,2
Moderate,2
Expected a better product,2
Could be way better,2
Moderate,2
Bad quality,2
Not good,2
Moderate,2
Could be way better,2
Moderate,2
Could be way better,2
Bad quality,2
Could be way better,2
Slightly disappointed,2
Not good,2
Could be way better,2
Expected a better product,2
Moderate,2
Not good,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Slightly disappointed,2
Not good,2
Expected a better product,2
Not good,2
Could be way better,2
Bad quality,2
Bad quality,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Not good,2
Slightly disappointed,2
Expected a better product,2
Moderate,2
Moderate,2
Expected a better product,2
Slightly disappointed,2
Slightly disappointed,2
Expected a better product,2
Expected a better product,2
Slightly disappointed,2
Bad quality,2
Bad quality,2
Bad quality,2
Bad quality,2
Bad quality,2
Could be way better,2
waste of money,2
Not worth,2
Not good,2
Really Nice,2
Not good,2
Could be way better,2
stupid,2
Could be way better,2
Slightly disappointed,2
Terrific purchase,2
Slightly disappointed,2
Slightly disappointed,2
Bad quality,2
Expected a better product,2
Not good,2
Expected a better product,2
Expected a better product,2
Moderate,2
Expected a better product,2
Slightly disappointed,2
Not good,2
Not good,2
Not good,2
Terrific purchase,2
Moderate,2
Could be way better,2
Not good,2
Bad quality,2
Expected a better product,2
Not good,2
Not good,2
Moderate,2
Expected a better product,2
very poor product,2
Not good,2
Slightly disappointed,2
Slightly disappointed,2
Slightly disappointed,2
Slightly disappointed,2
Not so good,2
Slightly disappointed,2
Substandard product.,2
Expected a better product,2
Bad,2
Fair,2
price,2
Moderate,2
Nice product,2
Moderate,2
Bad quality,2
Expected a better product,2
Slightly disappointed,2
Slightly disappointed,2
Could be way better,2
Swipe ace,2
Expected a better product,2
Really Nice,2
Expected a better product,2
Moderate,2
Not good,2
Could be way better,2
Slightly disappointed,2
Not good,2
Could be way better,2
Expected a better product,2
Moderate,2
Expected a better product,2
Bad quality,2
Met some expectations,2
Bad quality,2
child enrollment client does not support,2
Slightly disappointed,2
Expected a better product,2
Expected a better product,2
Moderate,2
Overpriced,2
Bad quality,2
Not good,2
Very poor,2
Fair,2
Reused and Skratches,2
Slightly disappointed,2
Two Stars,2
Two Stars,2
Two Stars,2
Two Stars,2
Horrible,2
Battery,2
Expected a better product,2
Not good,2
Moderate,2
Expected a better product,2
Expected a better product,2
Not good,2
Moderate,2
Expected a better product,2
Expected a better product,2
Bad quality,2
Could be way better,2
Could be way better,2
Slightly disappointed,2
Not good,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Could be way better,2
Moderate,2
Not good,2
Bad quality,2
Not good,2
Expected a better product,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Bad quality,2
Bad quality,2
Not good,2
Could be way better,2
Moderate,2
Not good,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Bad quality,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
Expected a better product,2
Expected a better product,2
Bad quality,2
Never buying Apple again,2
Bad quality,2
Could be way better,2
Moderate,2
Not good,2
Not good,2
Expected a better product,2
Slightly disappointed,2
Slightly disappointed,2
"Faulty charger, bad quality from the Seller or Flipkart.",2
Bad quality,2
Expected a better product,2
Expected a better product,2
Moderate,2
Not good,2
Slightly disappointed,2
Bad quality,2
Not good,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Bad quality,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Bad quality,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
Could be way better,2
Expected a better product,2
Expected a better product,2
Slightly disappointed,2
Could be way better,2
Could be way better,2
Slightly disappointed,2
Bad quality,2
Slightly disappointed,2
Bad quality,2
Slightly disappointed,2
Could be way better,2
Could be way better,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Expected a better product,2
Expected a better product,2
Slightly disappointed,2
Could be way better,2
Slightly disappointed,2
Expected a better product,2
Could be way better,2
Not good,2
Bad quality,2
Expected a better product,2
Could be way better,2
Moderate,2
Expected a better product,2
Bad quality,2
Moderate,2
Expected a better product,2
Expected a better product,2
Could be way better,2
Expected a better product,2
Expected a better product but bad.,2
Not good,2
Bad quality,2
Expected a better product,2
Moderate,2
Slightly disappointed,2
Expected a better product,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Slightly disappointed,2
Not good,2
Moderate,2
Could be way better,2
Expected a better product,2
Expected a better product,2
Bad quality,2
Good choice,2
Must buy!,2
Highly recommended,2
Slightly disappointed,2
Useless product,2
Could be way better,2
Could be way better,2
Could be way better,2
Not good,2
Bad quality,2
Not good,2
Expected a better product,2
Expected a better product,2
Could be way better,2
Moderate,2
Bad quality,2
Not good,2
Not good,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Bad quality,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Bad quality,2
Not good,2
Expected a better product,2
Could be way better,2
Could be way better,2
Could be way better,2
Could be way better,2
Expected a better product,2
Could be way better,2
Could be way better,2
Bad quality,2
Expected a better product,2
Could be way better,2
Could be way better,2
Bad quality,2
Not good,2
Moderate,2
Overpriced,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Not good,2
Moderate,2
Bad quality,2
Slightly disappointed,2
Could be way better,2
Bad quality,2
Not good,2
Expected a better product,2
Slightly disappointed,2
Bad quality,2
Moderate,2
Bad quality,2
Moderate,2
Moderate,2
Expected a better product,2
Slightly disappointed,2
Expected a better product,2
Expected a better product,2
Not good,2
Bad quality,2
Expected a better product,2
Moderate,2
internet not working,2
Slightly disappointed,2
Could be way better,2
Expected a better product,2
Could be way better,2
Bad quality,2
Not good,2
Expected a better product,2
Not good,2
Bad quality,2
Not good,2
Could be way better,2
Moderate,2
Expected a better product,2
Bad quality,2
Not good,2
Expected a better product,2
Not good,2
Bad quality,2
Bad quality,2
Moderate,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Slightly disappointed,2
Annoying issues.,2
Bad quality,2
Could be way better,2
Slightly disappointed,2
Not good,2
Expected a better product,2
Bad quality,2
Expected a better product,2
Could be way better,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Moderate,2
Could be way better,2
Not good,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Bad quality,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Bad quality,2
Not good,2
Moderate,2
Not good,2
Expected a better product,2
Could be way better,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Not good,2
Expected a better product,2
Expected a better product,2
Slightly disappointed,2
Slightly disappointed,2
Expected a better product,2
Could be way better,2
Not good,2
Bad quality,2
Expected a better product,2
Could be way better,2
Moderate,2
Expected a better product,2
Bad quality,2
Moderate,2
Expected a better product,2
Expected a better product,2
Could be way better,2
Expected a better product,2
Expected a better product but bad.,2
Not good,2
Bad quality,2
Expected a better product,2
Moderate,2
Slightly disappointed,2
Expected a better product,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Slightly disappointed,2
Not good,2
Moderate,2
Could be way better,2
Expected a better product,2
Expected a better product,2
Bad quality,2
Good choice,2
Must buy!,2
Highly recommended,2
Slightly disappointed,2
Useless product,2
Could be way better,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Expected a better product,2
Could be way better,2
Not good,2
Bad quality,2
Expected a better product,2
Could be way better,2
Moderate,2
Expected a better product,2
Bad quality,2
Moderate,2
Expected a better product,2
Expected a better product,2
Could be way better,2
Expected a better product,2
Expected a better product but bad.,2
Not good,2
Bad quality,2
Expected a better product,2
Moderate,2
Slightly disappointed,2
Expected a better product,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Slightly disappointed,2
Not good,2
Moderate,2
Could be way better,2
Expected a better product,2
Expected a better product,2
Bad quality,2
Good choice,2
Must buy!,2
Highly recommended,2
Slightly disappointed,2
Useless product,2
Could be way better,2
Could be way better,2
Not good,2
Could be way better,2
Moderate,2
Slightly disappointed,2
Slightly disappointed,2
Not good,2
Bad quality,2
Bad quality,2
Slightly disappointed,2
Expected a better product,2
Could be way better,2
Not good,2
Bad quality,2
Could be way better,2
Expected a better product,2
Slightly disappointed,2
Not good,2
Bad quality,2
Not good,2
Moderate,2
Not good,2
Expected a better product,2
Could be way better,2
Slightly disappointed,2
Expected a better product,2
Not good,2
Not good,2
Expected a better product,2
Expected a better product,2
Not good,2
Moderate,2
Overpriced,2
Expected a better product,2
Slightly disappointed,2
Moderate,2
Not good,2
Moderate,2
Bad quality,2
Slightly disappointed,2
Could be way better,2
Bad quality,2
Not good,2
Expected a better product,2
Slightly disappointed,2
Bad quality,2
Moderate,2
Bad quality,2
Moderate,2
Moderate,2
Expected a better product,2
Slightly disappointed,2
Expected a better product,2
Expected a better product,2
Not good,2
Bad quality,2
Expected a better product,2
Moderate,2
internet not working,2
Slightly disappointed,2
Could be way better,2
Expected a better product,2
Could be way better,2
Expected a better product,2
Could be way better,2
Moderate,2
Moderate,2
Not good,2
Bad quality,2
Video and Audio is not working probably,2
Slightly disappointed,2
Could be way better,2
Bad quality,2
Slightly disappointed,2
Moderate,2
Slightly disappointed,2
Moderate,2
Expected a better product,2
Could be way better,2
Expected a better product,2
Could be way better,2
Moderate,2
Moderate,2
Not good,2
Bad quality,2
Video and Audio is not working probably,2
Slightly disappointed,2
Could be way better,2
Bad quality,2
Slightly disappointed,2
Moderate,2
Slightly disappointed,2
Moderate,2
Expected a better product,2
Could be way better,2
Expected a better product,2
Could be way better,2
Moderate,2
Moderate,2
Not good,2
Bad quality,2
Video and Audio is not working probably,2
Slightly disappointed,2
Could be way better,2
Bad quality,2
Moderate,2
Slightly disappointed,2
Moderate,2
Expected a better product,2
Not good,2
Bad quality,2
Slightly disappointed,2
Not good,2
Expected a better product,2
Not good,2
Could be way better,2
Bad quality,2
Bad quality,2
Moderate,2
Could be way better,2
Expected a better product,2
Could be way better,2
Moderate,2
Moderate,2
Not good,2
Bad quality,2
Video and Audio is not working probably,2
