comments,rating
Excellent mobile by Samsung in this budget,5
Excellent phone,5
"Samsung Galaxy M32 (Light Blue, 6GB RAM, 128GB Storage",5
Samsung m32 review after 1 month,5
Good Phone,5
"Camera quality , fingerprint & battery life",5
Very good phone,5
"Amazing, go for it!",5
Good product. value for money,5
Nice,5
Best mobile under 11000,5
Awesome mobile!,5
Overall Good Phone,5
Worth buying,5
The best in under 15k segment,5
Value for money Excellent mobile at this price point,5
👍 Good phone,5
Cool phone,5
"Awesome camera, display and 🔋",5
Best in the price range,5
Best Camera in this range,5
Good Mobile in this price compare to other mobile,5
Monster,5
Superb one,5
Excellent Phone total value for money,5
Excellent one...Must buy,5
Awesome M32,5
Good battery backup,5
Worth for pay,5
camera,5
sAmoled with corning gorilla glass 5 protection.,5
Getting a soap in the box. 😆,5
Samsung's super Amoled just superb.,5
nice product,5
Good mobile phone so far.,5
Excellent,5
Best budget phone,5
Go to phone if Display and camera are of most importance,5
Made in India,5
Superb display,5
Great phone compared to xaoimi,5
Good one @this segment,5
This phone is not for heavy gaming,5
Very Good👍👍👍👍,5
Happy to select my 1st galaxy.,5
Worth buying,5
Too good for the price,5
Awesome,5
Superb smartphone in this range,5
Perfect for females or senior citizens.,5
Amazing budget phone by samsung with smoth OS.,5
Regarding samsung M32,5
Perfect Device.,5
Very goodVery good Justice was done to those who put the money,5
Hot,5
Best Phone,5
Good phone for daily use best camera in the segment,5
Please go for 128 gb and 6gb version as other version looks little bit slow.,5
Awesome Smartphone,5
This product is worst..not upto the mark..,5
Good budget segment smartphone,5
Worth buying,5
AWESOME!!,5
Great and superb Smartphone,5
Good Choice,5
Good purchase under budget,5
Monster battery,5
Trust amazon and trust samsung brand,5
Used it for 2 weeks,5
"Smart display, battery,, good gaming, better camera",5
Power packed features with reasonable price,5
Overall a Nice Phone,5
Brand means brand Samsung,5
Best phone under 14K,5
Good phone,5
Good phone with all new features,5
Value for money,5
Excellent screen and very good battery lifr,5
Amazing screen quality,5
I like this very much,5
value for money,5
Fabulous,5
good for avg user,5
Great phone at this budget,5
Best,5
Best camera device in this range,5
Nice display at 10790,5
NICE BUDGET MOBILE,5
Nice,5
M32 Monster Like A Boss,5
Good,5
Perfect !!!!,5
Good camera & battery,5
Camera,5
Amazing Samsung Galaxy M32,5
Samsung is best,5
Superb,5
Very Nice,5
The great budget phone from Samsung,5
Works like a premium mobile and about Samsung i think no need for more reviews.,5
Good phone under 12000/-,5
Buy only for its performance,5
Value for money,5
Best phone for students.,5
good mobile,5
Awesome mobile bye samsung 👍👍,5
very nice and fast to run,5
A great experience with Samsung Galaxy M32 .,5
Kumar,5
Best phone for this amount,5
Best non Chinese phone in the price category,5
Nice product,5
Good mobile,5
"Nice phone, good features",5
Wow,5
Worth it,5
Overall very good phone.,5
Superb performance,5
Best phone in budget..Monster in everything,5
Very nice,5
Super mobile,5
Very good,5
Good,5
Good,5
Good look and slim.,5
If u r not gamer...,5
"Best buy and value for money on this price segment,thanks Amazon to get it,Best delivery service,",5
All features are super m32,5
Best camera and display in the segment,5
Awesome phone,5
Very attractive and economical phone,5
Excellent in this price range,5
Good 👍 phone 📱,5
Price range,5
Awesome phone,5
Decent phone with highly optimised software,5
Nice Product,5
Good,5
Super deal... Just for 10999,5
Good,5
Superb,5
Nice combo in budget range,5
Satisfied,5
Awesome 👌🆒️,5
Value for money,5
Nice phone,5
"Good price, good specifications, good quality",5
Excellent display and battery,5
Nice mobile,5
Fabulous,5
Camera little bit good.,5
Good one,5
Excellent model,5
Excellent product,5
It's not a steal,5
excellent,5
Elegant,5
Superb,5
This is for you if you looking budget friendly best handset.,5
Satisfied,5
Too much good worth this price,5
Good phone at this price,5
Excellent display and battery life.,5
Excellent mobile,5
Nice,5
Good for the amount,5
Good for the price range,5
SATISFACTION TO THE POWER INFINITY,5
Very good Handset,5
Excellent,5
Better top notch.,5
Finger print reader is not as user friendly.,5
Ok,5
Good Phone.,5
Overall good product. Got it in 12400 in offer.,5
"Quite slow response,",5
Perfect Mobile at this price,5
Good Phone Bit Slow,5
Nice one,5
Best Camera ever,5
Good,5
Samsung Galaxy is 😍Best👍,5
"I have also redmi phone, comparison with samsung phone redmi phone is very cheap and low quality",5
Good camera,5
Nice,5
phone with very reasonable price,5
Nice Smart phone,5
Budget friendly battery monster.,5
Very good performance,5
Best mobile,5
Value for money mobile camera 📷 too good I loved samsung brand,5
Samsung M32,5
Good for parents,5
perfect as expected,5
Good mobile,5
Best,5
Good Samsung Product,5
Very good,5
Good phone with awesome camera quality,5
Value for mnoey,5
Speaking not working,5
Mind blowing mobile,5
Amazing,5
All okk,5
Best phone in this price range,5
Best phone,5
Price is decent,5
Better display quality with fhd+ sAmoled,5
Super,5
Everything is superb,5
Excellent,5
Wow super mobile,5
Nice Product,5
Best phone by Samsung in this segment,5
Samsung m32,5
BEST PHONE,5
Great product with reasonable cost..,5
Value for money,5
Good,5
Good phone particularly the display,5
Best phone availabe at this price,5
Samsumg Galaxy M32,5
Goo,5
Awesome,5
Good,5
Everything is good about the phone,5
Good for daily use,5
mobile is excellent and display is main highlight and camera also better performance..👌👌👌👌,5
very good mobile,5
Just awesome,5
Great Buy,5
Just wowww,5
Binge worthy,5
Battery Back up,5
Perfect phone for normal user,5
Just but this It is really reasonable,5
Excellent phone,5
Good product,5
perfect for the price point,5
It's a good phone,5
Super Soft Touch Mobile,5
Best phone in budget phone,5
Outstanding,5
Everything's good..,5
Truly wonderful product,5
"Camera app show less quality but after processing (after shoot is taken), quality is fabulous...",5
Very nice phone,5
Best non-Chinese phone at this price range....,5
Very user friendly.,5
Good but not excellent,5
Good purchase,5
Front camera is good,5
Killer,5
Super thanks,5
Nice budget mobile,5
Best in best in 15 to 17k.,5
Excellent Product.,5
Nice mobile with good camera and display,5
Review,5
Excellent,5
Can Go for It,5
"Its very good phone under 12999 budget. Camera quality is good, battery life is good and UI is good",5
Nice Product !,5
Excellent,5
Value for money,5
Excellent Phone,5
OK product,5
Good Product,5
"Go for it, it's Amazing",5
Best quality Mobile phone,5
"Excellent, value for money",5
Good phone at gr8 price,5
Good,5
Good at this price,5
Excellent product,5
Nice one,5
...,5
Samsung galaxy M32,5
Good,5
Excellent,5
Best phone at low rate,5
Ovar all services good,5
Luxury and satisfaction at the reasonable price.,5
Good,5
Samsung:Made in India,5
Outstanding phone,5
great,5
Review in Aug 2021,5
Samsung M32 is very good Mobile,5
Display Refresh rate,5
Superb and amazing features.,5
Good phone.,5
Its a good mobile phone in this budget,5
Very nice,5
Very nice product highly recommended,5
Wonderful like this perfect 🤩,5
Bestum best,5
Best👍,5
Nice product,5
Samsung is always awesome but faced motherboard failure in F41 and On 7 Pro,5
A Good Phone,5
Great deal,5
Phone is awesome.,5
Amazing Phone & Amazon service epic,5
It's a good nice phone all are good feature,5
Overall Good product and good delivery,5
Value for money,5
Buy it good phone,5
Awesome,5
Overall a great phone,5
Excellent,5
Battery backup and camera is superb....,5
Camera,5
Nice product,5
Wow great phone,5
Very good mobile phone,5
Ok,5
Excellent mobile. Camera quality very good,5
Complete Binge Monster,5
Overall excellent,5
Good mobile,5
Overall best phone in this budget range.,5
Nice Mobile,5
All rounder,5
Nice look and feel speed is also good,5
Bahut badhiya,5
Grat mobile,5
Best smart phone in this price range,5
Best mobile,5
Exelent product,5
Best phone,5
Good,5
Thank you samsung,5
Perfect worth your investment,5
Awesome performance,5
Best value for money,5
Worth it.. 👍,5
Good,5
Value for money,5
Good,5
"Good product 👌, camera 5/5,battery 5/5,fingerprint 5/5,processor 3/5,",5
It's a good choice...,5
Osm mobile osm display and battery backup good..,5
Nice and good,5
Good,5
Very good mobil,5
Awesome mobile and smart tutor,5
"Best fone at this prise, great battery life,desent camera, and knokx sequerity 👍👍👍👍🤯🥶😊😊",5
Best display,5
Value for money. Best mobile in this segment.,5
Nice Camera Phone at a reasonable price,5
As of now ok,5
Good phone.,5
Super phone,5
Value for money,5
Super prodect,5
Awesome mobile😇😇😘😘,5
Perfect gift for my father..,5
Must recommend phone for normal day to day work and for students,5
Very Good,5
Go for it.,5
The camera and screen of this phone is awesome. Always a samsung lover 💟,5
It is a best choice under14000,5
Good device,5
Best smart phone under 12k,5
Item receipt and invoice,5
Very nice mobile,5
Wonderful phone,5
Very Nice Phone,5
Great device,5
Samsung M32,5
Super cool mobile,5
"Nice one, very good display",5
I love It 😍,5
Display battery camera 📷 good job in this price range.,5
M32,5
Go for it if you are less to avg user.,5
Best buy,5
High quality at low price.,5
Good product,5
Best multumedia experience,5
Excellent battery,5
Good,5
Very good Display and better backup,5
Excellent product!,5
One ui is best in all android ui.,5
Very powerful battery. Very nice screen and camera. Real value for money,5
Value for money on 11999,5
Best Mobile in this budget.,5
Super battery back up and good performance. Best phone under 15k go for it.🤩🏆👌,5
Display almoed super smooth,5
Best screen quality & camera smartphone,5
It is a pleasure to have Samsung f32,5
Good one in this budget,5
Excellent product,5
Great value for money,5
Simply superb,5
I love that phone from samsung with a good price.,5
"Awesome!! ,😍",5
Good,5
Specs are good...performance is good...value for money....i got it for 14k,5
Amazing product,5
Meet customer expectations,5
Best mobile...,5
Happy & God 😊,5
One of the best mobile in this range 👌,5
More than expected !!!,5
Overall good,5
Lucky,5
A very good phone.,5
Nice phone,5
Awesome phone,5
Nice phone,5
Gud product gud looking,5
Superb product,5
Good,5
Good camera and battery life,5
More than expected mid ranger phone,5
Good product,5
Best amezon service.,5
Good,5
Good Phone,5
Good phone,5
Good,5
Diwali blasting mobile,5
Awesome product amezing,5
All are good must purchase,5
Good in this budget,5
Really unbelieble phone,5
Awesome mobile,5
Superb phone at this prize,5
Worth the price,5
"Every thing is best in the smartphone ,whith fully loaded features value for money, worth it !",5
Screen,5
Screen and battery satisfaction,5
Nice phone,5
Best smartphone from the best brand,5
awesome,5
Good phone. Happy to use.,5
Full paisa vasool,5
Longer battery with best display,5
Super mobile,5
Nice phone,5
Very good,5
good,5
VALUE FOR MONEY,5
"Everything is superb 👌in this model samsung m32. Main highlights are camera, display and battery.",5
Loved the finger print,5
Good,5
Battery life needs to be improved,5
loved the features,5
As good as redmi note models. I avoid redmi mobiles due to it's bloatware.,5
Worth,5
Good Product,5
Display,5
Nice phone,5
Samsung Galaxy M32,5
Very good product,5
Superb,5
Battery backup is very good,5
Good User Interface,5
Amazing phone with best battery life and camera quality,5
Nice phone,5
Good,5
Great phone,5
Value for money in this price range,5
Very good phone in this price,5
Battery life so long,5
Good but less performance,5
Very Good,5
Samsung M32 is great and easy to use.,5
Good Product 👍,5
Good phone,5
Awesome mobile,5
Love you,5
Very nice phone packed with latest features,5
Display is Just Awesome.,5
Review!!,5
Good and Simpel,5
Complete package... @11k (with exchange and discount),5
Awesome mobile by Samsung worth buying it,5
Best budget smartphone,5
A,5
Best Product A+++ Seller,5
Super cool mobile for middle class people,5
Very nice product,5
Ease of use,5
This product is good performance and working is properly and nice product |,5
Value for money,5
"Power standby, picture clarity, call clarity is good",5
Superb.,5
Good,5
camera quality and battery life is awsome.smoothly working,5
Satisfies with this mobile.,5
Supperb,5
Amazing phone at reasonable price and awesome specs,5
JUST LOVE THE M32 FABULOUS,5
Sound quality not up to the mark,5
S32,5
Excellent phone with great screen,5
Betty and pictures quality,5
Nice product,5
Very good product,5
Nice product. Liked it .,5
Display super,5
Awesome 👍,5
Samsung m32,5
Every thing is working fine and smooth 😊,5
Good Phone for a reasonable price,5
Very Good,5
Overall very good mobiles 📱,5
Reasonable price,5
Everything is perfect 👍,5
Amazing battery life combined with great camera and flawless Android performance,5
This phone is totally awesome loved it😊😊😊,5
Best phone,5
Aswome,5
Best mobile,5
A very good gift for your parents,5
All features are very good,5
👍,5
My best brand of Samsung,5
Display,5
This is value for money.,5
M32 Impression after using experience!,5
Display,5
Best for lite users,5
All good,5
Nothing,5
Display and camera quality is good,5
Missing,5
It's good product and really worth to buy.,5
Very good,5
Awesome,5
Good phone,5
Good and superb 👌,5
Good camera and great display,5
"Display, fingerprint,battery life",5
Worth for money,5
Nice phone in budget,5
Good quality,5
This phone is price worthy. I'm really satisfied with it,5
Best value for money,5
Good working,5
Good camera quality 👌,5
Good camera,5
Worthy of my money,5
Excellent battery life and camera is very good,5
Awesome,5
Amazing product,5
I am happy with this phone.,5
Best mobile,5
Sound output is worst,5
Sam,5
Super,5
Awesome phone from Samsung under M series,5
All is very nice... Love this one ❤,5
I'm fast used Samsung,5
Very good product and batterg extrordinary....camera alsooo......,5
Its battery is amazing powerfull,5
Battery life is too good,5
Good product,5
Camera,5
Best mobile in every aspect at this price,5
Value for money product from Samsung,5
Very nice,5
Good,5
Samsung M32 mobile,5
very nice performance,5
Best mobile...,5
Nice mobile samsung glaxy m 32 a one,5
Most value for money,5
Good product,5
"Fabulous phone, Worth the money spent",5
Super,5
Great phone with superb camera,5
Good,5
Its a good brand.,5
Good Phone,5
Nice mobile on this price...bater then others on this price...,5
Best smartphone with sAMOLED display.,5
Value for Money,5
Excellent,5
Nice phone,5
"Brilliant product, service and fast delivery",5
Excellent service.,5
Great 👍,5
Aa,5
Best phone from Samsung under 11k category,5
Hang in just 26 days,5
Find it super value for money,5
I AM WITH SAMSUNG PHONE AND GOOD PRICE HELP FOR AMAZON...THANKS,5
Very nice product in samll budget,5
Fingerprint sensor is awesome,5
For battery and multimedia,5
I bought it for 11k trustworthy for sure especially for the middle age community,5
Performs very well nice for average user.,5
Performance level is as my expectation.,5
Fabulous 👌🥰,5
It’s user friendly,5
Very good phone,5
very gud product,5
Very Good Quality,5
The product is received as it is described,5
Useful Product,5
Good performance,5
All the Best,5
Excellent phone Galaxy M32,5
Soo good,5
Value for money,5
Phone is good,5
Paisa wasool.....,5
Perfect,5
Galaxy feel awesome..,5
Brand is brand,5
Low Budget,5
Nice product,5
Camera not that much,5
Good 1,5
"Best phone at this price segment. Number one smartphone, buy it wothout any doubt.",5
Awesome phone...,5
Sometimes phone hangs,5
Super,5
Awesome,5
Good phone,5
Good phone,5
Nice phone,5
Superb but 128 GB in 15k.,5
Good one,5
best phon3,5
Fabulous phone,5
Best phone,5
Nice,5
Overall Good,5
Future is my hand,5
Good phone but a bit costly,5
Amazing,5
"Samsung galaxy m 32 एक बजट फोन है, और काफी अच्छा है",5
Enjoyed using new M32 with 64 Mp camera,5
Smart choice for smart people,5
"Go for it, best in quality",5
Good,5
Super,5
Excellent,5
Ourselves 👌,5
Well mobile,5
Display battery and camera are awesome,5
Good product,5
Look,5
Nice,5
Very nice,5
Nice product,5
Amazing phone at reasonable rates,5
Just great,5
"Nice Camera, easy to handle..lots of other features.",5
Ausom,5
Very good,5
Nice mobile,5
Product is good,5
Excellent,5
Nice Phone,5
Best phone 12k,5
Very fine,5
Execellent phone slim trim value for money,5
Best product,5
Best,5
Good,5
Good for daily use,5
Excellent product.,5
Very good mobile,5
Awesome phone,5
Excellent display. Most premium quality display in this segment,5
Liked it and best for the price,5
Worst mobile,5
Display quality is very good.,5
Best mobile at this price range....smooth performance.,5
Super!,5
Great,5
Tach,5
Best for battery life and display,5
Worth to buy,5
Very good product.,5
5,5
The working of phone is quite nice,5
Best phone in this segment beautiful battery camera and touch pad amazing amazon service too,5
Nice product,5
Comfortable with hand and best in futures,5
Worth buying,5
battery life,5
Best,5
Good one,5
Good,5
Good phone in low price all good,5
Best phon @12000ru only,5
Very nice phone,5
Camera 🤳,5
Nice product,5
What a amazing phone of samsung in this price range 11999,5
Bahut achha phone hai .very nice samsung mobile.,5
Awesome product by samsung mobile,5
Ok,5
Samsung galaxy m32 verry good phone,5
Good,5
Good phone with best price,5
AMAZING PRODUCT BY SAMSUNG .THANK YOU AMAZON,5
Super Phone is Budget segment,5
"""Worst Product"" if i said lik that, it is the worst thingi ever said",5
"Good phone, but processor could be better",5
Good,5
Good experience,5
Value for money.,5
Battery,5
Nice..,5
Good phone,5
BUT DELIVERING SPEED I LIKED IT ..,5
Mobile dijayan best,5
"Nice, I have not faced any difficulty with my mobile.",5
Full Review and Performance,5
Little bit slowly working.please kindly fixed it.,5
Value for money,5
Nice,5
Over all phone is good,5
Bit heavy. Overall good performance,5
M32 mobile phone,5
Galaxy M32,5
Superb phone,5
Mediatek processor Running good compare to Exynos,5
WORTH BUYUNG,5
Good Product,5
Awesome,5
Go for it!,5
Very nice product,5
Awesome phone Working smoothly,5
Crystal clear display! Excellent battery backup.Excellent network reception and call clarity.,5
Amazing M32,5
Very nice and dependable product in this price,5
So nice product thanku Amazon,5
Very good,5
It works well for day to day use.,5
Nice phone,5
"Simply,superb",5
Full paisa vasool,5
Display bhai shab display,5
good mobile,5
Good phone,5
Nice,5
Samsung M32,5
Good,5
All functions ok,5
Nice Smartphone,5
It's a good phone with lots of features,5
Nice,5
Good,5
I am discovering more and loving it.,5
Very nice!!!,5
Thank you Amazon,5
Fast Delivery the Best Phone,5
Awesome,5
Okk,5
Superb...,5
Display is good. Other features are also satisfying.,5
Outstanding,5
Nice 👍👍👍👍👍,5
Excellent phone,5
Go for it...!,5
Good Product,5
Excellent phone,5
Wow,5
Good one...,5
Good one.,5
Good phone,5
Good phone.,5
Best Phone,5
Good,5
Awesome,5
Wonderful Phone,5
Samsung segment in this price range best option this phone 🙌,5
Excellent compared to others,5
Best phone.,5
Super smart mobile 📱 awesome 👍,5
economical and effective,5
Worth..,5
Very Good product,5
Samsung m32,5
The phone is good.,5
Ja so box seem odd still so,5
Good product to gift someone u love...,5
awesome phone,5
Good phone,5
Very good display,5
Value for money,5
Good,5
Value for money,5
Good phone in this price,5
Awesome product,5
Good phone if you buy in offers,5
Very good mobile. Specifically it's battery backup,5
best phone,5
Battery,5
Awesome,5
Excellent,5
Best,5
Good Product,5
Best phone,5
Best in segment,5
Must go for it,5
Best in price.,5
Must be need 25 watt fast charging,5
"Display , camera & battery",5
Fingerprint sensor is best,5
Good product by Samsung,5
Good phone,5
Good phone,5
Best,5
👌👌👌Best Phone👌👌👌,5
This product is good,5
Great phone in the price range,5
Nice product,5
Good phone,5
Great mobile,5
Good Display. Good camera. Good battery.,5
good quality,5
Nice looking,5
Super phone under 13000k,5
Nice,5
Nice display,5
Excellent,5
M32 is good,5
Battery life is very good..camera quality is really satisfying,5
All good,5
Mobile all virey nice,5
Amazing phone,5
The phone is worth the money,5
Screen shot,5
Nice deal,5
Excellent phone,5
Excellent,5
Value for money,5
Very nice display quality,5
Superb,5
Beautiful and easy to use,5
Good mobile for normal use.,5
Good features under 9000 rs.....,5
Best camera,5
ausam packaging and delivery fast,5
"Good one, go for it",5
Best phone,5
Good mobile,5
Mast product,5
Best camera,5
Good budget phone,5
Processor and Battery life,5
All over good phone,5
Amazing phone,5
Superb Product,5
Super mobile,5
Happy with samsung product,5
Too classy still pocket friendly,5
Good product,5
BEST FOR NORMAL USERS,5
Ultimate camera,5
Very nice 👍,5
Better life,5
Display is good.,5
Awesome,5
"The camera 📸 quality is simply awesome and battery life is too good, phone is superb",5
Overall it is a good product,5
Good Product,5
Good product,5
Terrific product,5
Value of money,5
Great phone with a great battery life,5
Sumsum mobile phone,5
Good Product,5
Nice 🙂🙂🙂👍,5
Awesome,5
Super,5
Good one,5
Everythink is important in phn,5
Amazing device,5
Too good to be true.,5
Good,5
Good,5
Best,5
Excellent phone.,5
Awsome phone,5
Nice,5
Worthy product,5
My favorite samsung,5
Good phone within same budget,5
Battery backup is awesome,5
best,5
"Osm battery, camera,fingerprints speed but phone is lagging",5
I am very happy bought this phone so I say thank you Amazon and Samsung,5
Very comfortable.,5
Good,5
About Software updation in near future,5
Good mobile,5
Overall amazing,5
Nice phone,5
Good product 👌,5
Thanks to amazon,5
Product is 100% value for money.,5
Value for money,5
Nice phone i should buy it,5
Nice to use Samsung galaxy m32 4g mobile nice cameras and fingerprint reader best mobile,5
Camera quality is good at this price range,5
Best all-rounder,5
Worth to buy,5
Really Good product,5
Very Good mobile,5
Osm,5
Great phone with elegant look and good camera,5
Good offer,5
Very good,5
Sumsung M32,5
Battery backup is superb,5
Nice,5
THE BEST ANDROID PHONE,5
Great thing,5
Nice,5
Excellent Phone!,5
So nice samsung M 32 mobile,5
Best non Chinese phone,5
Amazing Features and working so good 👍,5
Product is good,5
All good,5
Good phone in this budget,5
Network issues,5
Super,5
Lovely one,5
Display clearity and camera,5
Fantastic mobile,5
Best samsung phone in this price range,5
"Nice model ,easy to operate.",5
Good 👍,5
Thanks Amazon & Samsung for a Good product,5
Better experience,5
Nice phone in the medium budget category,5
Good,5
Product overall excellent,5
Good,5
good battery mobile,5
Very good product,5
In low light camera quality is bad.,5
Good product,5
Sugan kumar,5
Awesome,5
Simply Awesome....,5
Appreciable look and very nice fundtioning,5
All over good processor ok ok,5
One of the best from samsung..I loved 😍this samsung m32,5
Value of money,5
Excellent product,5
Good mobile,5
Excellent phone 👍,5
Good Product,5
Adaptor is not working,5
Fantastic,5
Good product,5
It supports fast charging,5
The phone is tooo good,5
Easy to use,5
Good,5
Very good,5
It is best secure non chinese smart phone.all features are truly good in this price range.,5
Budget phone,5
Battery life,5
Best budget phone i will buy this 12700 on offer,5
Good mobile,5
Good,5
Good,5
Samsung m32,5
Very good and money worth..,5
A one piece,5
Good,5
It's all perfect for me just sometimes it is laggy,5
Excellent,5
Nice Phone,5
