comments,rating
Alexa voice command and search is awesoe,5
Best 4k TV in this price.,5
Value for money,5
"Excellent product, total value for money",5
Great for the price.,5
I like this Amazon product,5
wonderful picture quality,5
Wonderful and worthy,5
Asome,5
Value for money,5
After one month of usage..the tv is working quit good..thks amazon,5
Value for money,5
Superb sound sysytem (Dolby Atmos),5
Easy to manage all settings of TV.,5
Excellent TV. Happy to buy this.,5
Very Very Good quality,5
Good,5
Good product,5
Value for money,5
Amazing Fire OS 4K TV,5
Amazing Product,5
NICE,5
Nice one,5
This TV is Super Good ❤️,5
Good at budget,5
Really owe some product,5
Nice product,5
Value for Money💰💰,5
Great Service & Delivery,5
Good product.,5
Best at best price,5
Top,5
Just close your eyes and go for it. Great deal !,5
Awesome,5
Good,5
Awesome Product,5
Best decision ever,5
Super qulity picture& Sound,5
Great product!!!,5
good product,5
Worth every penny,5
Remarkable!!!,5
Good,5
"Excellent picture quality ,excellent sound quality and etc.",5
Good product,5
Amazon 43inch,5
Happy customer,5
Value for money,5
Happy n satisfied,5
Good service by Amazon,5
Amazon TV,5
Picture quality is excellent,5
Nice product,5
Value for money,5
🔥 Amazing Amazon 🔥,5
Good Picture quality but sound quality needs improvement.,5
Amazing,5
Excellent product and installation services,5
Superbbb,5
Tv burnt,5
One of the best Tv,5
Nice,5
Amazing prroduct with this price....,5
बेस,5
Value for money,5
Thank you,5
Good product,5
Superb TV,5
Nice product and good picture,5
Good,5
Tv picture quality is super.,5
Good buy,5
Just go for it.,5
very worthy,5
Great!!,5
The most Amazing TV...!!!,5
Good,5
Worth the price,5
Supper,5
"4K and HDR10 with Dolby vision, Atmos sound at a great price",5
Good price and good quality!,5
Product delivered but where is installation person...?,5
Superb,5
speaker,5
Finally budget Price,5
Good Quality,5
Sound quality could be improved,5
Value For Money,5
Good quality,5
Great value for money,5
Perfect TV,5
Value for money.,5
Best deal,5
Nice,5
Good Purchase,5
I want this product don't cancel process,5
Awesome,5
Excellent,5
Sound system,5
unbelievable performance,5
Value for money,5
Awesome tv,5
Clarity,5
Valuable,5
AA+ product,5
Very good tv,5
Comparable tv,5
5 Star +,5
Nice LED Amazon,5
The product was good,5
Superb,5
Amazing experience,5
Marvellous smart tv,5
Very good working,5
It is worth the product,5
I like Amazon led I wanna 2 more please or stock ready kro,5
Price worthy,5
Good product for the price,5
Picture awesome... Sound low,5
value for money,5
Good,5
Amazing,5
Pretty good ! 👌🏻,5
Nyc,5
Excellent look and appearance,5
Grate opportunity to us.,5
Value for money,5
Nice,5
In this range & variant just op✌️💯✌️💯✌️😍😍😍,5
Superb,5
Must buy at this price,5
Very good product value for money,5
Good product. Great value.,5
Alexa,5
Super semma,5
nice product,5
Best 4K TV in this price range,5
Buy It!!!,5
Sound,5
Awesome product,5
Best at this price range,5
Wonderful picture quality,5
good,5
Picture quality is so amazing,5
Osam,5
Good,5
Best,5
Picture quality awesome good sound,5
Amazing,5
Best product,5
Amazing👍,5
Best Tv !,5
So nice,5
Good,5
Best,5
Nice quality and good compability,5
Best in this price,5
Very good,5
Super tv,5
Awasom tv,5
Super product for best pricd,5
Value for money,5
Excellent,5
O,5
But no service,5
Worth spending,5
Awesome experience,5
Counterfeit product,5
Very good quality,5
Best tv in this price,5
Value for money,5
Awsum Quality..👍🏻👍🏻,5
ALL ROUNDER 4K SMART TV !,5
So much disappointed,5
Real resolution,5
Remote damage,5
Perfect Blend! Future Proof!,5
A one of a kind monitor com tv,5
Only 4K Computer Monitor/Smart TV available in the Indian market,5
Ultimate M7 Smart Monitor,5
Perfect monitor for programming related work!!!,5
"Well designed, Value for Money Monitor (M5)",5
Monitor of a kind,5
Excellent Monitor - Monitor Bhi TV Bhi,5
Awesome product with great features,5
Mix of both worlds,5
Awesome 4k Monitor 43inch👍,5
More of a TV,5
"Recommended, but big monitor that can play Netflix from wifi",5
Awesome 43 inch 4k smart monitor.,5
Good product. Pls buy,5
Best TV+Monitor for Work From Home,5
Full featured Monitor/tv,5
"As The Name Smart Monitor, This monitor is really comes with smart features.",5
"Simply Amazing, perfect blend of monitor cum TV",5
Worth the penny,5
Bang for the buck.,5
Don’t underestimate this product over some negative reviews.,5
A perfect replacement that suited me,5
Best and only All in one Monitor that can do most of everything,5
It can make a run for money for Smart TVs,5
Best WFH solution,5
"Really smart, and the only smart monitor in the market right now",5
Excellent choice,5
Amazing product,5
Awesome👍😊😊,5
Good product I like it,5
Excellent product..!!!,5
A smart monitor indeed!,5
Samsung smart monitor - a good product,5
Best monitor,5
Quality at a gr8 Price,5
GO FOR IT,5
Surprisingly brilliant!,5
Best tv and monitor with pc features,5
Best decision,5
Smart Monitor it is !!,5
Best device to do all at one.,5
Smartness,5
Great seague by Samsung in smart monitor innovations.,5
A Monitor with great standalone features,5
Very Good but sound quality is unbearable,5
Awesome product,5
"Very smart features, but if you're used to Mac display quality please go for 4k variant",5
"Bonkers features for what u get , too many features",5
Excellent Value for money,5
Very good product for work from home,5
"Bit pricy, but happy buying it",5
Value for money,5
Best for wfh needs,5
Good product,5
"Value for money, great product from Samsung",5
Good combo for monitor and quick access tv,5
Liked it!,5
Superb highly recommended,5
Nothing to complain,5
Best product but software update is missing..!!!,5
"Great experience, work plus entertainment.",5
Worth in this price,5
Awesome,5
This is great device. Grab it.,5
It's really more than a monitor,5
Everything wire less,5
Value for money,5
Worth money,5
Smart and Pocket friendly!,5
Excellent Monitor,5
Nice Monitor !!,5
"Very good product, can use it for work, entertainment",5
Better Picture Quality of display & sound and smart capabilities,5
Great product,5
Samsung #only provider of Smart monitor,5
Monitor features,5
Good,5
Remote option good,5
Reply to rishavnath--Not review,5
Working,5
Awesome !!!!No words!,5
Who want large screen experience simply you can go for it,5
Worth for money.,5
Happy to have this 65 inch TV,5
Wooooooww... Tv superb smart tv,5
For those who were doubtful like me!,5
Money saving,5
Super super thing . The best value TV. Value for money,5
Great for gaming on console.,5
Simply the best,5
Best 4k UHD TV Under 40000,5
TV is perfect.. few don't know about Android giving it 1 star,5
Worth buying,5
"Picture quality & sound system superb, quick start and also voice control super",5
Nice TV,5
Brought home Happiness,5
Fantastic TV for deal,5
Best in Budget segment,5
super tv..worth it,5
Supper,5
Best in all departments.,5
"Best Budget Fully loaded 4k 65"" Android TV",5
Installation not done,5
"Not happy with the installation service, otherwise the TV is good.",5
Best Audio and Video Experience in Budget!,5
value for money,5
More than a branded TV,5
"Budget king, very average, nothing more",5
Worth for the price,5
Mind Blowing !!!,5
"Value for money,nice brightness,nice viewing angle,nice contrast ratio,full cinemetic experience",5
Go for it... Upgrade to XL,5
Decent ultra HD TV,5
Awesome TV. Review again after one month.,5
Wow,5
The best TV you can get under 40k,5
Excellent TV,5
GOOD PICTURE QUALITY & GOOD SOUND CLARITY,5
Best TV in this Range..Go for it,5
"Great 32"" inch TV",5
A well rounded package for the price!!!,5
Value for money. ₹52205,5
Nice product,5
Value for money no doubt,5
Best SMART ANDROID TV (Full HD) in affordable Price,5
WOW TV,5
Worst experience ever from Amazon service! Tv is awesome,5
TV has good picture quality and sound and on time delivery by cloudtail adds to festive taste,5
"Best Android TV Superb Picture Quality, HDR10+, 4K, 50 Inch, The best and cost saving in the Market",5
Full bang for buck.,5
Almost Perfect!,5
worth the money...,5
Superb Product,5
Amazing TV,5
Amazing product at such price,5
Fantastic nice TV,5
AMAZING TV in this BUDGET - GO for IT!!!!,5
Take the risk,5
Value for money in this budget (22k),5
Average Performance Smarttv,5
"In this budget, it's a must buy option",5
Great value for money. Display is pretty solid for the price point,5
Not Recommended. Do Not Buy!,5
Blindly go for it,5
Extremely good panel. Real fun of watching 4K,5
TV Panel stopped working in 20 days after purchase,5
Wall mount stand,5
Exceeds expectations,5
I bought redmi x55 it's very good on picture quality and prize,5
Best you can get... Value for money.,5
Great TV with great sound in the budget section,5
AMAZON delivary is awsm and tv is also awsm,5
Affordable and Quality Product,5
Value for money,5
Budget ammount ka bada dhamaka,5
Best Value for Money and full satisfaction.,5
Unbelievable better than Sony Bravia,5
Good picture & sound at rs 14499.,5
Remarkable TV - Full value for money,5
50 inch,5
Great viewing experience on a simple budget.,5
Best of big billion days,5
Fabulous product.,5
Really awesome awesome tv.,5
You got what you've paid for,5
Wow,5
Good picture quality but have to compromise with sound,5
Amazing TV in its price range,5
Value for Money,5
Best with 1 improvement needed,5
Best value for the Money,5
Worth Byuing,5
NICE TV AT THIS PRICE POINT,5
Best tv in Budget,5
If U want to buy 4K TV with low budjet go for it,5
Picture quality is good,5
Awesome tv under 23000,5
Superb!!,5
Super!!!!100% satisfied,5
Worth the Money,5
Great Price and Nice Product,5
Wow!,5
Overall good smart UHD tv in geart budget price tag line,5
Amazing large screen viewing experience at home!!!,5
Great product but very bad installation experience,5
Worth it!!,5
Unexpected TV,5
Best android tv,5
One of the best Smart TV,5
Outstanding tv all in one,5
Complete package,5
Good Product for 4k Video plays,5
Best picture quality and Sound 🔊,5
"Big size with vibrant display & sound, value for money.",5
The display,5
Excellent value for money TV...,5
"TV best, installation cumbersome",5
It a good TV,5
I purchased it 20 days before and give this review.,5
Excellent tv,5
Awesome tv,5
Superb TV just go for it,5
Best budget buy,5
Paisa vasool,5
Simply superb,5
X50 is an excellent product,5
It's. Onether level.... Tv.. It's rocking🎸🎶🎶 u r home,5
Best TV at this price,5
Amazing TV Am loving it !! 🤩😍,5
"Best budget TV for 50""",5
Excellent product in this price range.,5
GO FOR IT GUYS!!,5
Nice 4k budget TV,5
Value for money,5
New generation ahead.,5
First impressions have been great!,5
Superb Smart tv in budget,5
Best Tv Comparative to other Brands,5
Worth buying,5
Mi Service,5
Just Great !,5
Best Buy,5
Excellent tv experience,5
Not Bad and Not Great,5
Value for the buck. Nice picture,5
Worth Money u spent,5
Very good product.,5
VFM Product with latest Android,5
Affordable price with good quality,5
It's a budget mega screen,5
The best tv in this price,5
Nice and right choice,5
One of the best televisions under budget range..,5
Value for money,5
A real value for money,5
Very good,5
Beyond the expectations,5
"Value For the Money,",5
Nice product.,5
Value For Money 💸,5
Worth for Money,5
Important,5
"I got this TV for 33,249/-.",5
Very good 50 inch tv in budget price.,5
Superb 😍🥰😘,5
"Picture, sound------ 5stars *****",5
Best 65 inch TV in Indian market with 4k,5
Bluetooth connectivity is the best option,5
Awesome,5
Cheap and best. Value for money.,5
Alok gautam,5
Good for the Price!,5
Good picture quality with more vivid and advanced video options,5
The best!!!!,5
It will never disappoint you.,5
Value for money,5
Superb tv,5
Excellent budget tv with all smart android features,5
Overall a Good buy,5
If you think you can spend this much on a smart TV - Just buy it!,5
Worth for money.,5
One of the worst tv.. Dont buy..,5
Awesome !!! No words,5
Good Value,5
Outstanding.....,5
best worth a shot,5
Good,5
Product is Awesome,5
55 and wirth every inch.,5
Superb,5
Product is good but amazon makeing fools by promoting its in wrong way.,5
Amazing purchase with great prize,5
One of best in Economy range.,5
Value for money 💲💰 Best Buy option in 40k budget,5
Really a Smart TV,5
Wow! Simply amazing!!,5
Best value for 11k price range,5
Recommend to buy,5
4k experience is awesome,5
Great product,5
The latest best from Xiaomi,5
Great deal!!,5
Thanks redmi nice product,5
Overall good value for money and amazon/MI service,5
It's worth buying,5
WORTH 26K!!,5
Good quality tv in budget,5
Important Info,5
Superb tv... But installation will be little bit headache process,5
Google assistant is working super.,5
Best android Tv,5
Wow amazing perfect purchase,5
Good sarvice,5
Very good.,5
Worthable,5
Go for it... Worth for money,5
Redmi 4k tv worthfully,5
Worth purchase👍🏻,5
Good look,5
Great product at good price point,5
Price and Quality gel well.,5
Value for money,5
Great 65 inch TV for its price,5
More than Worth The Price,5
Value for money,5
Good product,5
Delayed installation For wall mount.,5
Good one at Affordable cost,5
Superb,5
"Should have done better for sound output for 55"" with at least 50w speaket",5
Just go with this product,5
REDMI TV 65 INCH - MIND BLOWING,5
Great TV.,5
Sound very good,5
164 cm (65 inches) 4K Ultra HD Android Smart LED TV,5
Superb,5
Having a good experience and satisfaction.,5
Amazing Redmi,5
Awesome Tv,5
Happy with the product,5
Very cool everyone can buy,5
"I am using previous 1 month, pretty good, satisfied",5
Go for it,5
Mind-blowing,5
Budget product... totally satisfaction..!,5
Bought it for 27k,5
Good 4K TV under this budget,5
Stay always with good,5
Good TV at this price range,5
"Good product, but the serial no. Provided for installation is not working.",5
Quality A1,5
Redmi x50 4K UHD Android Smart LED TV,5
Best 4K LED by MI,5
Big size and sound,5
Good tv for this budget,5
Value for money,5
Good Sound and Picture quality within our budget,5
Value for money no cons at its price,5
Good purchase at awsome price,5
Good product this range,5
Super,5
Product was good.,5
Kids friendly user interface,5
I love it in this price range,5
Purchase worth the money spent.,5
"All good... but they should also gave a mount stand, I had to purchased it alongside...",5
Super screen,5
Best budget friendly tv with good features,5
Nice TV up to Rs. 33000.,5
Around good product in this price,5
Value for money,5
Best Value for Money,5
Excellent choice,5
This Red Mi Led is really good value for money.....Satisfied.,5
Smart features,5
Go for it,5
Awesome Smart TV,5
Quality and service from MI currently is very good,5
good product,5
The Best TV at the most affordable price,5
Superb tv in awesome price,5
Very good value for money,5
Sound is low,5
Best in price.,5
Value for Money,5
Best among all,5
Best Smart Android TV,5
"Super Picture Clarity, Value for money",5
"Awesome quality, best price, Good customer service",5
Value for money!,5
Smartness and best UI and AI,5
5 Star rated smart tv,5
I heard its of short life 🤔(may be all smart TV like mobile phones),5
Super TV,5
It's really fast and has a good display for gaming,5
It's beautiful.,5
Value for money,5
Excellent finishing,5
Simply Superb.. Awesome TV.. Worth for Money. I will give 5/5 rating.,5
Selection of different modes take me to the desired picture quality,5
Worth The Money.. Theatre Feel,5
Supper duperrr led,5
Good One Value for Money,5
"GOOD TV , love the picture quality and sound",5
Installation person not came,5
Great Experience,5
The best,5
Best in Range,5
Excellent TV with Dolby Atmos,5
"Next Level entertainment, cable conection not required",5
Good in price segment,5
"Good picture, Good choice",5
Great buy!!,5
Good tv for the cost,5
Fantastic product,5
Good quality,5
Excellent product,5
Value for Money,5
mindblowing,5
Band for buck performance,5
Incredible,5
Excellent product,5
Good Smart Tv,5
OYE!! HOYE!! Chak de fatte LED,5
Android UI,5
Best Quality Product,5
Value for money,5
Affordable tv,5
Really nice...,5
"Amazing TV, value for money.",5
Good purchase,5
Excellent Watching Experience,5
Nice product value for money...,5
Good,5
Charging more money for tv movable wall mount,5
it's very valuable product,5
Amazing TV,5
value for money product.,5
An excellent all-round performance with very attractive cost,5
Picture Lagging,5
"BUDGET, BEST & BEAUTIFUL",5
Best choice value product,5
Really impressive worth to the cost,5
Best bargain deal,5
Good,5
Fantastic product,5
Good kwality at the best price.,5
Good for gaming on a budget,5
4k experience is super,5
Best quality Indian made Smart LED TV at affordable price,5
Karthik,5
It has VA panel not IPS panel,5
Plastic,5
Suerb smart Tv in rs22500,5
Happy with this TV,5
Super product,5
Amazon service issue,5
"Good picture and sound quality, especially at this price point.",5
"At this price range, best TV to buy. Very good picture quality and high brightness. Fast processor.",5
Worth Buying,5
Premium quality for low price👍,5
Close your eyes and buy this TV!,5
Amazing,5
Good product,5
Nice product for the price range,5
Amazing product,5
This is very good product,5
I can suggest for every one buy this product.😲,5
Too good.. Most affordable smart tv with all built-in apps. .. .,5
Good to buy,5
Awsome,5
Really awesome tv,5
Good tv,5
Great deal IN AMAZON,5
Good choice and price of 25k....sound quality is awesome,5
I did not receive the power cable in the 📦 box,5
TV Size and features are very impressive,5
Superb quality in 12k,5
Superb performance,5
"Best, Best, Must buy,Neglect all negative review,",5
Value of money,5
"Fabulous, more then enough.",5
Go for it value for money,5
Value for money go for this,5
Perfect,5
Incredible,5
Best product in this price,5
Very Good in 11k,5
Right choice,5
Perfect,5
Nice TV with vibrant colours,5
I give it 5 Rating. Go for it,5
Budget TV,5
Loveing it,5
Good one,5
Awesome,5
amazing if searching a great android tv under 35000 so you can buy this,5
Worth for every penny...,5
Most I'm very happy,5
Worth buying for the price,5
Excellent product with quality and value for money,5
"Its a good buy, budget friendly.",5
Good picture quality and sound,5
Superb,5
"The tv was found to be good, but the tv lacks in data savage and problem in miracast",5
Nice one,5
Slow installation even in city like delhi,5
Cost effective,5
Good,5
Fantastic,5
It's a good one company and Amazon guarantee and delevery,5
It is a suberp tv a price is reasonable if want a big and less cost tv go for it,5
Good,5
Best picture quality in it's class,5
Very nice smart TV.,5
💌,5
Awesome 👍. Worth for the budget..,5
Worth it,5
Resmi x50,5
Good in Quality,5
Nice tv,5
Smart choice of having this tv,5
Google assitance is very speed and sound was good enough,5
Excellent product. Great picture and sound,5
Great TV,5
Nice 👍,5
Overall good experience,5
Perfect deal for 55 inch Smart UHD (under 40k),5
Best TV in this price range.,5
Perfect product.,5
Unimaginable it's superb 4k,5
Great Tv with Great Picture Quality,5
Overall great picture quality.,5
Happy,5
Awesome Tv,5
VFM,5
Worth the price,5
Best buy,5
Nice TV,5
Its just awesome ⚡👌🎉🎉,5
Very nice product. Completely satisfied.,5
Late for installation of tv,5
Just wow,5
Good,5
very nice TV,5
Features,5
"Excellent TV for the price, high quality picture and sound and andriod/patchwall experience!",5
Good quality from a good brand,5
very good product,5
good tv,5
Picture quality is xlent,5
No remote given with tv and no pleg given for tv to connect...worst service,5
Great Deal at thia price Range!,5
Nice,5
Very nice,5
Best Budget TV of 2021,5
Good,5
Good product,5
Worth for price,5
Good product,5
Super tv,5
Super,5
beautiful pictures quality 🤩🤩🤩,5
So far best products good tv no complaints so far,5
Value for money Product,5
That's great iam really imperassed of this tv,5
Okay done Thanks,5
Good Product,5
சூப்பர்,5
Redmi is Real...,5
Top Quality in this price rang,5
Almost features available in this tv,5
Picture quality is much better then my M,5
"Delivery was too late then expected date , dissapointed with that .rest all r good",5
Good,5
Good,5
Picture quality is best.,5
"Nice TV, liked it... Feels premium tv",5
Good one 💫,5
Just amazing for me.,5
Super hd Dolby sound,5
Good quality,5
Reasonable,5
Budget best.,5
Best Value for money,5
Nice Smart TV,5
Wifi connection is very good,5
"Thumbs up to amazon delivery,big thumbs down to mi installation",5
Redmi,5
Excellent TV at this price point,5
Good product 👌,5
Best Tv in Segment,5
very nice,5
Nice TV in this price range for 50 inch,5
Product is good. But Delivery too late and wate my time,5
Good tv I like kit,5
I'm happy,5
Redmi 50 inch,5
Redmi 4k is truly Awesome,5
the picture quality is really good tv is value for money,5
Worth for money good product,5
Amazing Tv,5
Awesome redmi,5
Energy efficiency is 1star which is not good. Overall ratings good,5
Excellent product.,5
Value for money..... excellent deal.... thanks to amazon n mi,5
Good to use,5
Good product,5
Very good value for money,5
Value for money,5
Best picture quality and Sound,5
All are good ..but sound ......some less but not bad...we said... avarage,5
Nice,5
Value for money,5
Value for money,5
Super,5
Nice tv,5
excellent product,5
Great picture quality & Product in this price band,5
I like Amazon shopping redmi,5
Good TV,5
Good,5
Good choice from inths price range iam so happy thanks Amazon.,5
Very good very nice,5
Great budget tv,5
Overall value for money product,5
Amazing picture quality.,5
Nice redmi tv.,5
First class tv...,5
So far so good,5
Great 4K Tv,5
At this price it's good,5
Superbbbbbbb sound and picture clarity,5
Good product,5
Awesome 👍,5
Go for it.,5
What a nice product,5
It is best in segment no complaints,5
Loved,5
Best in the segment,5
Super...!!!!,5
Smart tv of redmi is fabulous features are excellent,5
Super worth buying,5
Low cost better Quality,5
Cost effective product,5
Nice lcd,5
"Excellent Product by REDMI, Fullfill by AMAZON 👍🏻",5
Value for money,5
Best TV by redmi,5
Value for money tv,5
Worth for money,5
Worth the price,5
Excellent buy,5
Happy customer,5
Dolby Atmos is not inbuilt,5
Bad Services which is promised by MI/Redmi.,5
Very nice.,5
Good,5
Jz go for it,5
Perfect Buy,5
Must for every house nowadays,5
Important thing,5
Everything is Awesome except Sound,5
Pictures clarity good,5
Very good smart tv in these price,5
Value for money,5
Great product within this range,5
Very nice 👍👍👍,5
Good,5
Worth buying,5
Installation Problem,5
Tv was very good picture quality was owsome no doundbars needed and even dolby atmos work perfectly,5
Best tv,5
Good picture quality but some tym reality flow(MEMc) not working,5
Value for money,5
Nothing can beat this.,5
Money for value,5
Very good tv but it not provided stand for tv setup on wall,5
Good quality of video and audio,5
Loved it,5
Very good,5
Feedback,5
Value for money,5
Value for money,5
Picture quality is very nice,5
Superb picture quality in this range,5
"പൊളിച്ചു, അടിപൊളി പീസ്",5
Good working but Cromcast not working probably,5
Super product,5
Value for Money,5
Very good and perfect tv,5
Mast TV hai,5
Overall its a good budget smart tv with all new features with Android 10 built-in apps,5
Good,5
Super,5
Best value for money product,5
"Only suits to those who have low budget for 55""",5
Awesome,5
Very good,5
Adbhud simply,5
👌,5
Magical performance,5
Good product,5
nice,5
Amazing product! Go for it!,5
Good,5
Good product,5
Just close ur eyes & buy,5
Terrific Purchase,5
REDMI 50X Television,5
Value for Money,5
Low cost one of best tv,5
Value for money,5
Thanks Amazon....,5
"Affordable 50"" inch value for money..",5
Superb product,5
Best sound and pictures quality,5
Awesome,5
Picture quality and sound quality both are owsm,5
Best in range.,5
Good Product,5
Best,5
Excellent 👌,5
Must buy,5
When I on the TV each time input selection is necessary Auto selection not available.,5
Worth,5
"65"" Redmi Excellent! Highly satisfied!",5
Good,5
Good product,5
It's amazingly beautiful and feasible 💜,5
Display wow,5
Nice,5
Remarkable,5
Awesome picture quality and quick delivery by Amazon.,5
Nice,5
Panel clarity,5
Redmi Super product,5
Picture quality and wifi connectivity is good,5
Nice,5
"Low price, high facilities",5
Good to buy,5
Superb smart android TV,5
Low price best quality.,5
Good product,5
Good,5
Perfect TV for 4K,5
I will strongly recommend you to buy it❤,5
It's good,5
Value for the money....,5
Best tv under 12k,5
Super,5
Very good,5
Awesome,5
Really Excellent Smart TV...,5
Good compact smart TV!,5
Good tv,5
Good,5
Amazon Service,5
Value for money,5
Best TV for large size,5
"Nice clarity ❤️, Budget price",5
THIS IS A VERY GOOD TV YOU CAN MUST BUY😀,5
Best 4k television,5
Best TV in Budget Price,5
Value for money,5
Much happy about the product,5
Service not good Redmi company,5
Experience very good,5
just amazing,5
Ohk...Good Smart LED TV...👍,5
I think this is best for middle class for better price,5
Good,5
Simply superb worth for money,5
Excellent,5
Excellent product at lower price,5
Good,5
Good tv at this price range,5
Good,5
50 inch go for it,5
Poor Installation service provided by @amazon. Not happy with it.,5
Value for money,5
Best product,5
Good tv,5
"Awesome TV,",5
My decision was right to buy this.,5
Super,5
Value for money,5
Service,5
Awesome nice product with suitable money,5
Good Product,5
Amazing experience and satisfied!,5
Tv,5
Worth for money.. Good Product,5
"Got it at 26799 on offer,best and satisfied with everything",5
Value for money,5
Worth the price.,5
Good product,5
Nice,5
Best price led,5
Value for money,5
Auto restart and sound problem,5
Can go for it.... Good experience in good price range,5
Worth the price.,5
Good picture quality 😊,5
Thanks 😊😊,5
Value for money,5
Nice product,5
Slow on processing,5
VALUE FOR MONEY.. PICTURE CLEARTY IS AWESOME,5
Wortha buy @21k. Sound and video quality is good. Ram optimization is needed.,5
Worth Money,5
Best at this price,5
Good & Super Tv compared to other brand this amount....,5
Good smart tv,5
One of the best Redmi TV in 2021,5
best range in android 11 tv,5
Very good product,5
MI X50 LED TV is Awesome...,5
Best price In quality.,5
Value for money!!!,5
Must buy product,5
Very good TV,5
❤️🔥 Jabarjast 🔥🔥,5
