comments,rating
Excellent bluetooth headphones at this price point.,5
Noise is all set to beat BoAt,5
Dont think to much buy it,5
Superb,5
Decent buy,5
"awesome quality, bass, call handling during the hands are busy.",5
Value for money and Good battery backup,5
The most important thing is Battery backup 👌,5
Nice product..,5
nice product,5
Best In the segment amazing sound quality..😍😍,5
Good product at this price range and go for it,5
Must buy,5
Highly recommended,5
Worth buying,5
Wowww Excellent product,5
Just go for it they are awesome (Do not trust the other reviews about bad quality etc.),5
Good earphones,5
Definitely worth the buy,5
Great product but a bit costly,5
NOISE Bluetooth NECKBAND,5
Best choice in the price range,5
Review after using it for 5 months.,5
Best budget wireless headphone.,5
"For me products of noise are Great, Affordable and of good quality.",5
Worth for money and ear friendly,5
Know about it in Detail,5
Great product,5
Better than oneplus bullets z. Bass is superb buy it for 900 in sale,5
Awesome sound quality best for the price,5
Reliable product in low cost,5
Go for buying...it's amazing wireless device.,5
superb product,5
A very well priced earphone!,5
Amazing product with great sound quality 👍👍😅,5
Amazing product noise tune active,5
These are a beast for this prise point,5
My rewie 100% that price range👏,5
Go For It,5
$$$ Go for theses headphones. Go for it. Worth of every leny I invested.,5
Great experience,5
Wonderful product,5
Great quality with awsm price range,5
Voice is very good and rich in bass,5
Solved,5
Value for money good choice,5
NICE!,5
The best!,5
Best budget Bluetooth earphone,5
Greal for vocal and concert music.,5
Too good.u must try it.,5
Unique Earphone,5
Best quality and value for Money.,5
Satisfied with the product,5
Nice.,5
Best product for this price range,5
Very nice earphone for regular use....,5
Saticfing purchase,5
Video call lagging solution,5
Worth it,5
Thumbs up for sound quality,5
Battery capacity and Other,5
Good service provided that by noise company,5
It's soo much worthy,5
Value for money at ₹899,5
Worth buy.,5
A product to buy.,5
DO NOT BUY IT.,5
For true music lover... ❤️🎧,5
Good for music,5
Should you buy these or not ?,5
Go for it I must say you will never feel bad after purchase.,5
Nice product worth purchasing,5
Must buy,5
Just Go For Noise Tune Active.,5
Overall thumps up,5
Best budget earphones,5
Up to expectation..,5
Nice bluetooth neckband,5
Amezing Product By Noise Brand Good Work,5
Awesome product,5
Noise really having inner noise....Get it,5
"Long Battery life, clear sound.",5
Best worth Bluetooth wireless,5
Awesome sound quality,5
Ear pieces buds should be small is size.,5
True velue of money product,5
Overall the product is good for the given price.,5
This ear phones are of no use for me,5
The nice product and customer very satisfied,5
You should have it,5
Affordable and easy to carry.,5
Clear sound and great noise cancellation.,5
Must buy on your list... Good sound quality,5
Good,5
Good At All,5
Good product for the price,5
good,5
"Worthy for it's price, i really liked it",5
Just Amazing!,5
Must Buy,5
Noise earphone,5
Nice.,5
Superb.,5
Value for money,5
Worth buying,5
Nice product,5
Please don't buy this product in this price range,5
Best sound output,5
Worth the price.,5
Overall review,5
One of the best,5
GO FOR IT,5
Quality product...,5
Needs a bit improvement.,5
Good neckbands to buy and trust,5
Its Good,5
Value for money,5
Got Noise bluetooth nekband Tune Active at Rs 699,5
Satisfied with the product.,5
Excellent Sound Quality and battery life,5
"Long lasting, great build in quality",5
Good product,5
Sound quality,5
It was a good quality product for music lovers,5
Wow Amazing Bluetooth Headset.,5
Good sound and bass at low price compared with one plus bass edition,5
"Excellent product to buy , the sound is astounding",5
Best Neckband For This Price,5
Vibration for incoming calls can be enabled.,5
I am satisfied,5
Deadly deal at ₹999,5
Great Product,5
Utopia for Ear,5
Loved it.. awesome performance,5
Nice audiclarity,5
Stellar Performance!,5
Review after 2 weeks of use.,5
Best bluetooth earphones in this price range....,5
Awesome product. Worth spending money for this,5
Good one,5
Very good product for noise company,5
Noise wireles earphones,5
Noise Bluetooth Headset,5
899 Best deal Go for it,5
Good product,5
Plz help amazon...,5
worth buying,5
Awesome,5
Best in This Price Range,5
Worth purchase from my side 😁,5
Product Reviews After 7 Days,5
Take it till it's available man!,5
Value for money,5
Base and sound,5
Value for money product,5
Nice product,5
Good product,5
These are REALLY GOOD,5
Great Product @ Affordable price,5
Bass........lover,5
Not good product to buy just stop working with in a week.,5
Worth for price,5
Awesome product from Noise,5
Good one,5
Exellent Product,5
AMAZING PRODUCT,5
Value for money,5
All good but connectivity issue when battery is 40 or 50 percent,5
"Good product, but...",5
Amazing Sound Quality product,5
Worth purchasing,5
Best headphones for enjoyment,5
Excellent product by Noise-5 STAR rate,5
BRAND OF NOICE,5
Best.,5
Best product with all features at low price.,5
Very Nice product.,5
Great product,5
All over a good product👌!,5
It’s awesome,5
satisfied,5
Good,5
"it is amazing,outstanding",5
Worth buying,5
Great product with affordable price,5
Static sound,5
Worth for price,5
good head phones,5
Go for it 🌟,5
Good product,5
Noise Tune Active # Exellent product,5
excellent Product,5
Beast mode headsets,5
Product is good to use regularly & comfortable.,5
Good for the price,5
Got a steal @899,5
Good product,5
Excellent product in this price range,5
Good battery and Bass,5
BS,5
Best recommendation for wireless,5
Perfect .,5
Value for money... Not made in India.,5
Excellent Neckband Buy It Now!!! 🔥💯😍,5
Best tune,5
Valuable product in best price.,5
Good budget neckband,5
Nice & sterdy,5
Third quality product,5
Good product,5
Best Earphones on this budget !,5
Bass quality,5
About active tune plus bluetooth device,5
soooooper,5
Amazing,5
Good,5
Nice product by noise.,5
Worth product,5
Awesomeeeeeeee,5
Best Buy👌,5
Nice Sound quality,5
nice product...,5
Budget product,5
👍🏻,5
Good,5
Best,5
Battery life is amazing to make calls for more than 10 hours,5
Indian earphone for Indian ears,5
Sound quality,5
Value for money,5
Best product for That Budget range.,5
Good product in this rate,5
Best,5
The product is amazing.,5
Good one.,5
Best,5
Worth the price,5
Buy it soon,5
Good,5
Look review,5
Amazzzing,5
Noise Tune Active Neckband,5
Service is awesome,5
Good sound quality,5
Excellent !,5
Great product for price,5
"Excellent product, Worth it",5
Battery,5
Good,5
Sound and bass quality is osm in this price point,5
Best wireless earphones in this price range. Value for money,5
overall its good,5
WOW,5
Best quality,5
Need some changes,5
Good quality,5
Budget product,5
Base quality not good & redmi phones pairing not properly,5
A quality product in 1200 to 1300 ₹ range,5
Sound quality is awesome but size of nack band is not ok. Battery is draining so soon,5
Op neckband 💯💯💯,5
"Fitment, Speaker sound and Microphone",5
Nice product at all,5
Paisa wasool,5
Overall product review,5
Good product,5
Nice but not that much,5
Rich sound texture,5
I love it ❤😃excellent heaphone,5
Such an impressive product,5
Great performance. Go for it.,5
Clean audio,5
Good sound quality. Worth for money.,5
It's wonderful and great as an product,5
Nice texture with easy to pair with device,5
Very nice quality neckband,5
Good product,5
Awesome product,5
Loved it!!,5
Stylish and smart,5
Excelent,5
Great product! Worth buying it,5
Go for it.,5
Nice,5
Very good product,5
Excellent,5
Sound quality is very clear and good & Built quality is also good .,5
Worth for money,5
Good product,5
Good product,5
Very good 👍👍👍,5
Pretty durable,5
Lovely product,5
Paisa wasool.,5
Satisfied customer,5
Perfect!,5
Noise,5
Great Product,5
Best headphones under this budget,5
Happy with the service,5
Unsatisfy,5
Quality Product,5
Noise Tune Active,5
Writing after 2 month of use,5
Great product,5
Very bad,5
Overall Good Product.,5
Value for money,5
Great buy at this price,5
"best, value for money, heavy duty, durable,",5
Go for it 👍🔥,5
A good product at affordable price.,5
noise,5
Battery are osam . Duration time up to 8 to 9 hrs.,5
Good product.,5
Great product,5
Best sound quality...,5
Worth for money,5
Good Quality product,5
Best quality..,5
Not good it's ok,5
Must buy,5
Efficient use,5
Good headset in this price range,5
Not adjustment in ear,5
Overall sound quality is good,5
Gets 100% Satisfaction with Noise.,5
Worth the price,5
Don't believe negative reviews.,5
Good sound,5
Nice 🤟,5
Best product ever used.,5
worth the price,5
Amazing headset,5
Most Liked Company.,5
Good product,5
To solve the problem,5
Mic quality,5
A very nice product with good sound,5
simplicity,5
Not working properly. Only one side working.,5
The best deal,5
Best quality,5
Very good item ar 899 price.,5
Quality product.,5
Worth every penny,5
Good,5
Good product,5
Nice Product in this price range.,5
Very good product,5
Awesome,5
Sound quality,5
Go for it,5
Good product,5
Complete package and value for money,5
Value for money,5
Design is very Good,5
Fantastic brand only phasing pain in ear during wear healmate,5
Value for money,5
check my review on my youtube channel,5
Osm,5
Excellent Product,5
This product is really nice.,5
Great 👌👍,5
Truly wireless neckband with good quality sound,5
Gifted to my brother,5
Good 👍,5
The best bluetooth neckband at this price.,5
Awesome product,5
Awesome blutooth headset. Love it ❤,5
Worth the money,5
Best option to go for.,5
Sound Quality is good but Earbud size is large.,5
Value for money,5
Best of all,5
Overall a good product in 799 price,5
The best in the market,5
Best product quality,5
Best product ever,5
Good for calls,5
Go for go-noise,5
Product is not good,5
Excellent product,5
Value for money,5
Nice Product,5
Very good support center,5
Sound quality is great,5
Fantastic for bass lover,5
This a wonderful product.,5
Noise headphones value for money,5
Gud product,5
Worth the money,5
Noice ear buds,5
Nice..can buy,5
Fitness Gifts,5
Great overall package,5
Satisfactory,5
What more you can expect in this price point,5
Value for money,5
Good,5
Good product,5
Best Bluetooth for rough use,5
Awesome,5
Try for sure,5
Awesome,5
Dual pair as expected,5
Good,5
This is a Excellent product...,5
Good Product,5
Highly Recommend Brand for Electronic Accessories,5
good,5
Good,5
Superb,5
Very Nice product.,5
Very good,5
Really good producy,5
Good product..,5
Vibrater,5
Good to buy,5
Worth money.!!!,5
Good quality product,5
Its a good product with nice flexibilty,5
Best in its category,5
Great Product,5
Good,5
Noise Team replaced the defective product with provided door step pick up & delivery. Nice product.,5
Battery life and bass is up to the mark,5
Sound quality good.. Pain over prolonged use,5
Its a good one,5
Lovely,5
Good Product,5
Amazing Product,5
Good,5
Good,5
Good product,5
Great Purchase!,5
"It was as expected, my best noise cancellation earphones I have used in this range.",5
very good,5
Sound and bass is awesome product like JBL brand,5
Great vale for money!!!!!,5
Good,5
Good to have,5
Good product for this price,5
Sound quality,5
Improper function of Bluetooth for call.,5
I like this product,5
Very good,5
Valuable product 😊 noise tune active❤️,5
Nize,5
Worth it,5
Awesome product,5
Nice product in a good price.,5
Noise Tune active review,5
Worth of its price,5
A happy user ;),5
Indian Brand and Best sound quality..,5
Frst but not last 😉,5
noise bt wireless,5
Review,5
Love it,5
Nice comfortable,5
Awesome,5
Good product,5
Nice,5
Good Quality,5
Good,5
Product quality .,5
Value for money,5
Nice product,5
Best in this price range,5
"Great bass, better battery life, light weight",5
Perfect earphones within budget.,5
It is very good product,5
NOISE TUNE ACTIVE,5
Please improve in ear bud quality,5
Osm!,5
Good,5
Best product in best price,5
Very gud product,5
Great product at a cheaper rate . Colour is pretty good . Quality and battery life is also decent .,5
It's good in this price range,5
Value for money product,5
"Good sound quality, ergonomical structure could be worked on",5
Bad product,5
Best product of noise,5
Worthy product,5
Best quality product,5
Overall product is good,5
Good,5
Tune active,5
Charging is most important,5
To connectivity without noise cancellation,5
Superb music effects,5
Bass button,5
good,5
"amazing product, value for money.!",5
This is the best choice go for it,5
Good,5
"Good ,happy",5
Nice product,5
Good product,5
Good quality,5
Nice products,5
Feedback of product,5
Noise tune active,5
Amazing vocals,5
1. Wire should be shorted,5
Liked it,5
A decent quality earphones at a good price.,5
Awesome,5
Good in sound and bad in noice cancellation,5
overall good product,5
Product is really great,5
Used 2 days and now I am in love with this product,5
Good product overall,5
Best one. I already have oneplus and boat earphones but these are my favourite,5
Earphones,5
Good product and amazing feedback,5
design is amazing,5
Highly recommended,5
Awesome Product,5
Sound quality,5
Best product,5
Superb,5
Dad with Bass and long lasting battery.,5
Nice product.,5
Cool,5
Jbl fighter,5
Battery standard,5
My earphone is damage how can i claim my warranty period,5
Superb sound,5
A good investment,5
Noise active tune feedback,5
Music Review,5
Value for money,5
Good Product,5
Good,5
SUPERB,5
Overall Good,5
Battery life best but sound quality not good,5
noise bluetooth earphones,5
Good purchase. Recommended.,5
Fantastic product,5
Product worthy for the price🥳🥳🥳,5
Good....!,5
Superb sound quality and battery life.🔥,5
nice,5
Highly recommended,5
Over all a good product for this price.,5
Super,5
Good,5
Its amazing,5
Amazing product,5
Best,5
..,5
does the cable inside the noise to charge noise TUNE Active is orignal noise cable,5
Excellent🤘🤘🤘🤘🤘,5
Quality Product..💫💫,5
Decent product,5
8/10,5
Good Product,5
Very good.,5
Best product,5
Super Quality,5
Good to go!,5
Its mind blowing earphones at this price,5
Great bass headphone.go for noise.,5
It's ok,5
Nice & handy and it doesn't fall off easy.,5
Amazing,5
semi satisfied,5
Liked the product .,5
Good,5
Excellent,5
Great product GO FOR IT....!!!!!!!!!,5
Value for Money!!!!,5
Crystal clear sound on call and music,5
Good Sound quality,5
Great product,5
nice,5
Fully Satisfied,5
good product,5
Value for money product,5
I have tried this product and it is Price worthy product.,5
Noise tune active,5
Awesome product,5
Good,5
thank you so much,5
Good Quality of Sound,5
Noise Tune active Earphones,5
Excellent,5
🔥🔥,5
Dope headset,5
Awesome,5
Eard bud is not comfortable.,5
Good for everything,5
Noise Tune headset,5
Worth of money,5
Good earphone at this price range.,5
Best Neckband By Noise,5
Amazing product,5
Nice product,5
Durable earphones,5
Best product in earphones,5
Initial Impressions - Awesome!,5
Good product for best price.,5
Its a good product.,5
Nice running,5
Fully satisfied with the product.,5
Satisfied,5
Product quality and sound quality is very good,5
"Battery life , audio quality, prodyct quality",5
Overall nice product in this price,5
Nice product,5
Hearing clear voice on driving...,5
Worthy product,5
much gud in less amount,5
Best Qaulity Bluetooth Earplugs,5
Superb,5
It's a great product,5
Awsm,5
Must buy,5
Good Product,5
Worth the money spent,5
Good prodect considering the price ramge,5
good quality,5
Good product,5
Nice product,5
Great noise cancellation,5
Good Product,5
Fabulous,5
Most valuable earphone,5
Best product,5
The product is very good..,5
Sound quality is quite good,5
Bass,5
Good,5
Amazing product,5
very good,5
Good,5
Nice look 👌 and superb bass,5
Sound quality,5
Nois,5
Good quality,5
It's noise make my day and it is make it happen,5
awesome neckband,5
Value for money,5
Good,5
Good,5
Good...,5
The Best Wireless Earphone,5
Good product,5
Nice product value for money.,5
The immense sound,5
Best product,5
Good quality and sound worth it.,5
Value for money.,5
Very Good,5
Nice,5
Gud,5
Good,5
Very nice product,5
Good quality,5
Expecting a user friendly cooperation if in case I face any technical snag with the product.,5
Tune active plus,5
Excellent!!!!,5
Nice ear buds,5
Successfully work,5
Worse product,5
Very satisfied... Worth it...,5
That is all good,5
Highly recommended,5
Magnetic option not gud,5
Noise nice,5
Worth the money,5
Sound quality calling tune is also very good,5
Audio Quality is Super.,5
T,5
Sound quality awesome,5
NEEDS UPDATE,5
Fast charge good quality,5
"Good battery backup,worth of money",5
Nice product from noise.,5
Worth it best procuct according to its price...,5
Best quality,5
good sound quality,5
Its has no vibration alerts,5
Must try,5
Worthy product,5
Best,5
Need much time,5
Awesome bass and noise cancellation,5
Overall good. I am happy.,5
Awesome sound quality,5
Love this product,5
Awesome product,5
Sound quality,5
Noise product,5
Very good,5
Perfect at this price range,5
Must to have,5
Brilliant sound quality! Loved it!!,5
Best Neckband At Pricing,5
Value for money,5
Considerable One,5
Nice one,5
"You can feel the ""Bern""!",5
Value of money,5
Good Product.,5
Sound clearly,5
All is great,5
Awsum product,5
Amazing product,5
OK,5
Thumbs Up,5
"Overall, a good pair of earphones.",5
Amazing battery backup,5
Bass lovers will love it,5
Nice product on this range.,5
Value for money,5
"Sound, bass, and noise cancellation all are good",5
Nice...,5
Great product,5
Nice,5
Good quality !!!,5
Very nice product.,5
Loved the product !!,5
Good quality products,5
Very good product . Now only 1 earpiece damaged. Nothing at all.,5
Not a good quality,5
Good product,5
Worth to buy,5
Good product,5
Good,5
Best Quality in budget price,5
Good quality,5
Worth the value!!!,5
Good product,5
Price with quality,5
Great sound quality,5
Good quality best returns except noise cancellation,5
Built quality good..,5
Comfortable and efficient,5
Quality Bluetooth headset,5
Good product,5
Happy to buy,5
Excellent product,5
Nice product,5
Its worth for the money,5
Best music parrner,5
Don't ignore this product,5
Good,5
"Bettry , connectivity , durability , sound All are nice.",5
Noise bluetooth headset,5
Worth buy in mid range,5
Beats are clear.,5
Economical product with Good quality,5
Best Song quality,5
Is was ossumm,5
Superb!,5
Very nice battery,5
Noise bt earphone,5
Good,5
Good,5
Fantastic 😊,5
I'm super happy i bought this product.,5
Nice,5
Awesome,5
Awesome,5
good & audible,5
Awesome product,5
Worth the money,5
Nice product noise,5
Exceded my expectation,5
Very Good Product,5
Need to improve magnet it is easy to sepra,5
Worth the money,5
The product is OK,5
GoNoise has a best Voise,5
Good quality,5
Good quality product...i'm very happy..,5
Ok,5
I received the item on the date of delivery,5
"Awesome quality, me purchase just 799 , value for money product",5
Good product,5
Good,5
Battery,5
Very nice,5
Good,5
Best neckband,5
Overall good product. Worth to buy,5
Truly Amazing Product,5
😊😊 Sandeep Sharma ☺☺,5
noise active earphones are very good,5
Battery capacity,5
Bulid quality is good,5
This Is Awesome,5
Super,5
Best Quality,5
Excellent,5
Bad quality,5
Noise always nice,5
Good one,5
good,5
Awsm brand in all brands,5
Awesome product,5
മനുഷ്യൻ അല്ലെ പുള്ള,5
Good battery,5
overall I am fully satisfied from this product... Thankyou noise,5
Decent quality and dirt cheap prize point.,5
Bluetooth headset,5
Amazing,5
Sound quality and the other things are good . Overall this product is a complete perfection.,5
Band quality and product quality is good.,5
Amazing product,5
Very Good,5
It's absolutely amazing product. But sometime it's happened like can listen music but not calls,5
"Best quality products ,all feature show will be there",5
Very Good Product 👍,5
quite impressive,5
Highly recommended,5
Sound quality,5
Good product with minor defects.,5
Nice and good sound quality,5
Highly recommend!,5
Great product,5
Dual connection,5
Super product from noise company,5
Noice calcellation and base sound effect,5
Good product,5
Very good,5
Best quality ..go for it,5
Absolutely wonderful,5
Good,5
Good product,5
Value for money,5
Brand one noise,5
Worth,5
Good product,5
Not bad,5
"Excellent, Worth buying it.",5
Best product,5
Awesome,5
Value for Money,5
Normally good product,5
Must buy,5
Good product,5
Valuable.,5
Excellent purchase,5
A best product for listening 🎧 songs and etc,5
V good,5
Good product,5
bass boost,5
Good,5
Hifi audio system,5
"Awesome sound quality,5 star.",5
Fantabulous,5
Best neckband at this price,5
Very good service,5
Feedback,5
Product review,5
Best product with good quality,5
Value for the money,5
Best,5
Great product at this price level.,5
Very nice price,5
Great product,5
Superb,5
Nice,5
Voice,5
Good at this price,5
Good product,5
Superb product,5
The sound cancellation,5
About the quality and sound,5
Product Feedback.,5
Awesome,5
Sound quality and product quantity is very good value for money,5
"Warrenty issue, not registered warranty",5
Noise neck band red hot,5
Worth it.,5
Quality 👌,5
I liked it,5
Wonderful product,5
Nice Product,5
Best product,5
Value for money,5
Sound quality,5
Value for money,5
Very Good Headset for the money that I got it for Rs.899...Value for Money...,5
Good sound quality in the price range 👍,5
Everything superb..👍,5
Can go for it.. :),5
Noise neck band is pretty good.quality is also good. Must buy product,5
Best quality products,5
Pranav,5
Awesome product,5
"Nice, cool looking product. Really liked it.",5
4 out of 5,5
Noice cancellation work well,5
Simply Great!!!,5
Best product under budget,5
Nice product from an Indian based company 👍,5
Excellent product,5
Awesome Product,5
Excellent product 👌,5
I Like It,5
Fast Charging capacity and 2-3 days backup. Over all nice,5
Nice product,5
It's worth buying,5
Value of money,5
Nice product,5
Excellent,5
Best product available!!,5
70% out of 100 battery backup too good,5
It's okay overall,5
Quality Sound,5
Good quality witha affordable price,5
Noise tune,5
Unbelievable noise Unbeatable,5
Good quality product,5
Very nice product from noise,5
Music,5
Worth the price,5
Sturdy and good bass,5
Surprisedly nice product in budet price,5
Not really good but okay,5
Best,5
Could have been better if same could connect radio,5
Go for this product without any hesitation !,5
Good.,5
Good product,5
Very good product,5
Nice bluetooth headphones🎧👍,5
Superb earphones,5
Battery life and sound quality is awesome,5
Great product. Value for money.,5
Perfect. Value for money.,5
Worth buying,5
Excellent,5
Good option to buy,5
Good,5
Best earphones in the price range,5
It's really awesome,5
Value for money,5
Must buy..! Recommended,5
Value for money,5
Best,5
Best price,5
Must buy product,5
Mst,5
Good product,5
Battery life is so good.,5
Excellent sound quality,5
Good product in budget range,5
Good product,5
not working after a month,5
DAKSHIT📸,5
Amazing deal,5
Battery Backup,5
Nice product,5
Perfect bluetooth wireless device,5
Great!,5
Sound quality,5
Just Awesome...👍,5
good on,5
Good,5
Nice product,5
Noise Good buy at Amazon great festival,5
Wow,5
"very nice, go for it .",5
Best sound best stuff quality bestest battry pack band connectivity with sound,5
Value for money,5
Good bass quality and sound quality and good battery,5
Good,5
Best Best,5
Sound Quality is very Nice...,5
Awesome product,5
Worth product,5
Go for it ..,5
Affordable and best,5
bass and connecting speed,5
Worth the price,5
Noise cancellation,5
Good,5
Best quality product at this price range.,5
Good product,5
Quality is good,5
It's a great product🤩🤩. Worth buying it.,5
Sound Quality,5
Nice purchase,5
concerned about durability only,5
Worth to buy,5
Sound quality is good but can't find when the charging is done or not.,5
Good product,5
It's Ok.,5
Good device,5
Good product,5
Very good product & service well sound quality I'm happy,5
Best bluetooth under budget segment,5
You can buy it for phone,5
Nice product,5
"Product is horrible , customer service is good.. 5 star for service",5
Noise,5
Sound quality and features,5
Nice product,5
Good one,5
Good to have one,5
value for money headset,5
Good product,5
Too good,5
Good combination of Base and Battery,5
Noise tune,5
great experience,5
Nothing but very good,5
Superb,5
Worthy one,5
Nice product 😊👍,5
Value for money device,5
Overall good product,5
We can buy buy easily without any issue..,5
Good for traveling,5
Noise tune active neckband black,5
Noise,5
Very nice product,5
Pls improve your call quality,5
Good,5
Worst comfort,5
Excellent Product,5
Good quality ☺️,5
The best one given by Amazon. Thank you.,5
It is really good,5
super,5
Good to purchase this model,5
Good quality of sound with maximum voice,5
Best Blutooth Earphone,5
Suprb product,5
A must buy,5
Most economical and underrated product,5
Good product,5
Good sound quality,5
Awsm headset,5
sounds good,5
Product quality,5
Good,5
Best neakband for this price....,5
Nice product,5
Excellent product,5
Worth the buy,5
Good product,5
Happy to buy,5
Could've been more bass.,5
Good product,5
It is good for music and every thing but for gaming it is not recommended,5
need improvement,5
It is so goooood,5
Excellent,5
Nice product,5
Nice and worthy,5
Worthy,5
Good,5
I am satisfied with this product,5
Value for money,5
Noise,5
Good one,5
Review,5
Nice product,5
Good product,5
Battrey performance,5
Overall nice..!!,5
Worth the money,5
Best audio quality.,5
great in this price,5
Good product,5
Epic product,5
Good product,5
The product is amazing and awesome,5
Good product ..,5
Worth buying,5
good sound quality,5
Bass lovers should buy it,5
Very nice product,5
Sound quality is good,5
Noise always believed in good products 👌 thanks to Amit G u r Recall to me 👍,5
Average and old models,5
Value for money.,5
Very good,5
Good voice quality,5
Very good quality product..,5
Good,5
Worthy product,5
Go noise active,5
Top class product . Too good brand,5
Always preferrable,5
WONDERFUL✨😍,5
Bettry back up very good,5
Noise tune active,5
Taking long time to connect,5
Good product,5
Simply amazing,5
Goodest product😍,5
GREAT PRODUCT..,5
Big boom in small price🤐,5
Excellent experience,5
Great product...,5
Amazing Tune active 😍😍😍,5
Design and sound,5
Clear sound,5
Value for money,5
This wireless earphone is awesome.value for money. Quality is very good.,5
Value For Money product,5
Good choice in price range,5
Noise cancellation,5
Nice,5
Every thing is good...,5
Just waoooo....,5
Very nice,5
Excellent sound and bass quality,5
Excellent,5
Great product....thanks noise..,5
Overall excellent product,5
The magnet is not that much strong,5
Good quality headset,5
Great and cost effective product,5
PAISA WASOOL,5
Good product,5
Awesome!!!,5
WORTH IT!!!,5
Awesome one,5
Good Product,5
Nice product,5
Worth it,5
Bass Quality is too good,5
Best bang for the buck,5
Base,5
It's a good product best and best,5
Great Sound Worth buying,5
Best for the price,5
Tune Active,5
10 hr battery backup continue talking,5
Amazing,5
Nice Battery backup....,5
nice product,5
Must buy product,5
Good product,5
Noise is Tension Free,5
Great sound,5
super,5
It is not the best but ok,5
Good for mobile,5
Sound quality & bass quality are very good.,5
nyc,5
Nice product..,5
India best service,5
Gud,5
Best,5
Best at this price range,5
Good earphones at this price range,5
Awesome Product,5
Awesome,5
Excellent 👌👌👌👍👍,5
It's a good neckband. Best sound quality,5
Recommended,5
Op headphone,5
Satisfied,5
Battery backup,5
Excellent,5
Amazing earpieces,5
Sound is good,5
Good product,5
Improve the mic quality,5
Flexible hours,5
"Anyone looking for a nice experience everytime they want to listen to music,try this once",5
Awesome Bass,5
Great for the price,5
Worth Of Money 💰,5
Worth buying 👌👌,5
Please make some update with calling mode,5
Good sound,5
Satisfied.,5
Best quality,5
